word,word_vec_idf
brown_sugar,"[-0.27789409  0.20536982  0.27465656 -0.28465377  0.17184891  0.86097004
 -0.53186246  0.64832467  0.43564372 -0.60799783 -0.49422171 -0.37283205
  0.32247242  0.05201398 -0.18742108  0.09880699 -0.22586233 -0.39401831
 -0.16383157 -0.54282026  0.5355625  -1.49488592  0.45848434  0.95432481
 -0.83060484 -0.46270024 -0.36160742  0.01964755 -0.26490839 -0.74274676
 -0.34415676 -0.10916175 -0.20323518  0.42111041 -0.16527245  0.02366778
 -0.92244757  0.14666731  0.56815128  0.53253843  1.02560388 -0.16844061
 -1.11911874 -0.23893697  0.93762128  0.38713411  0.44718855 -0.40606122
  0.23374269 -0.24731542 -0.53878224 -0.49231832 -0.46663153  0.47189697
  0.17407605 -0.89058812  0.22310509  1.44173347 -1.21635143 -0.35228617
  0.32097817 -1.0208721  -0.83563902  1.06977306 -0.72252108 -1.19546757
 -0.44078464  0.07275019  0.4497679  -0.28419127  0.25779293  0.60488482
  0.6061656  -0.44621018 -1.05417243 -1.6724343   0.98632657  0.23312009
  1.00637436 -0.17888254  0.25025055  1.62387132  0.11846877 -0.73210915
  0.16534538  0.61253393  0.60239441  0.88658568  1.04639879  0.18181766
  0.0568934  -0.42810134  1.15820038 -0.49991407 -0.09055839 -0.46458584
 -0.36671276  0.43610623 -0.38346965  0.01851086]"
bubble_gum,"[ 1.09081491  0.61009972 -1.29632528  0.74824859 -0.14391191 -0.95823571
 -1.6273109  -0.41266012  0.27547806  0.27081214  0.14492285 -0.25057217
 -0.66239158 -1.44731593 -1.51179801  0.51659229 -0.02510135 -0.72742012
 -1.21067845 -0.49870629  0.42367335  0.35038488 -0.46968094 -1.03360493
 -0.59015399 -0.01745199  0.26063961  0.02035074 -1.27925897 -0.18568654
 -0.09223376  1.46728267  1.74957044  1.23571044  0.51976595 -0.69095453
  0.79230154 -0.79923736 -0.19432269  1.55942396  1.69559717  0.1067086
 -0.39307169  0.30082532  0.39677079  0.00847073  0.41505613 -0.44391333
 -1.78181148 -1.31704867 -1.21269614 -0.90121489  0.27940835 -0.58702236
 -0.67804971  0.66642696  0.2636031   1.27394151 -0.58891395  1.65530638
 -1.08827178 -1.44830376  0.25246375 -0.11614972  0.8649805   0.48853375
  0.25521706 -1.32852429  0.25815953 -1.13114774  0.26713406 -0.39349204
 -0.35830853 -1.57920155  0.64780534 -0.0098415   0.27406987  0.60247032
  1.35460717  0.07662817 -0.54652139  0.24695713 -0.25532215 -0.13224082
 -0.08964019  1.60925675  0.96800891 -0.07933104 -1.50477812  0.22511982
 -0.2509715  -1.2350589   1.03574873 -0.1793203   0.11228037 -0.60923799
 -0.43399301  1.36555735 -0.48838663 -0.84995289]"
bubblegum,"[ 0.76615998  0.51745853 -1.276849    0.52300252  0.51257593 -0.86099139
 -0.89824311 -0.45417923 -0.6914231  -0.07529517 -0.07011689 -0.14009566
 -0.38821547  1.6338236   0.3839359   0.13974551  0.42089584 -1.40441913
  0.34172377 -0.50072929  0.71830659 -0.02645359 -0.18998962  0.08320848
 -0.18397877  0.2509385   0.64088525 -0.58527028 -0.74939184 -1.68974982
 -0.66090198  0.90349531  0.46909937  0.78172205  1.15884955 -1.03277727
  0.98657735 -0.89985768  0.48082929  0.80101903  0.70799671 -0.61277625
 -0.11925025  0.11045768  0.9479834  -0.78222782  0.02144843 -0.68864138
 -0.48948569 -1.59128078 -0.07644676  0.22529998 -0.85251005  0.16131649
  0.4468456  -0.08741802 -0.0653296   1.67103642  1.0907071   0.02161184
  0.51847006 -1.05400005  1.26144254  0.47429322  0.85760663  0.67457715
  0.90767762 -0.69167598  0.92415397 -0.56017643  0.38628967  0.3498355
  0.84480683  0.02651     0.46421677  0.53325404  0.90421506  0.76510954
  1.72484231  1.25216366  0.12163125  0.64996962  0.58608729 -0.6730404
  0.46756262  2.02987848  1.02950923  0.3063784  -1.93366593 -0.27274486
  0.43390962 -1.46285473  1.27286122  0.34094566  0.37763326 -1.38568628
 -1.20816188  1.00206162 -0.31713569  0.82916694]"
bulky,"[ 0.30036028  0.83974509  0.12544164  1.14677062 -0.28710683  0.2134808
 -0.46387093 -0.35886427 -0.14114545  0.52029443 -1.54541452 -0.55123201
 -0.23900526  1.36156136 -0.40313235 -0.62129424  0.23103007  0.00743407
 -0.36656977  0.09312093 -1.21750709 -1.05784918  0.90973026 -0.54096443
 -0.78923555 -0.78285925 -0.41359256  0.30107304 -0.26817057 -0.27516331
 -0.23153093  0.24792437  0.04151337  1.55003782  0.71730473 -1.29970548
 -0.56182706  0.00409066 -0.97316577 -0.21036007 -0.04736376  0.05011463
  0.50625117  1.30872091  1.70289562 -0.75361689  0.37697219  1.45859283
  0.42216493 -0.49453881  0.15696483 -1.27597255  0.13878756  1.92348474
 -0.49276655 -0.03927107  0.08690067  0.57506126 -1.33705787  0.21357712
  0.06373987  0.03812487  0.2159273  -0.72841991  0.39490673 -0.48550412
  0.98759431 -1.1095916  -0.27154172 -1.67814171  0.47537139  0.35720759
  1.03783415 -0.07990793  0.92304151  0.3992796   0.67307518 -1.10288781
 -0.2936565  -0.18985189  0.21966446  0.16342589 -0.1364971   0.32189715
  0.50881324 -0.10603342  0.24239568 -0.08689489  0.2797866   0.8701818
  0.65047881 -0.3804204   0.88988861  0.32386205 -0.1752885  -1.45050206
  0.27244712 -0.55782021  1.92467909 -0.64046166]"
bullish,"[ 0.15045801  1.97808735 -0.26382347  1.10922339 -1.45243779  1.14591226
 -0.34092267  0.58233334  1.7427109   0.32544816 -0.23600721 -0.95689624
 -0.39916231  0.86678248 -0.10819117 -0.61559512 -0.35681767  0.20790291
 -0.66071507 -1.1343274  -0.92291961  0.76901557  0.23037247 -0.35219214
 -0.00660231  1.69996678 -0.59499048 -0.33068342 -0.4760092   0.48109729
  0.31832064  0.23478775  0.02104196  0.78413265 -0.26596804 -0.79405652
  1.01578766  1.35982205  0.11730767  0.63085937  1.82695864  0.44220077
  1.53605478 -0.01441189  1.23043333 -0.55870108 -0.23209654  1.11628783
  0.03401447  0.91844125 -0.37649721 -0.61542691  0.10001029  2.16790233
 -0.98578478 -0.8846118  -1.72906558  0.45990394  0.29609707 -0.18557
 -0.71161694  0.58197591  0.27366324 -0.76359109 -1.20225964 -0.68241301
  0.62848353 -0.44386176  1.06950689 -0.72339102  0.63285676 -0.95979771
  0.19966105 -1.73949405  0.54436194 -0.01971528  1.3311858   0.35782688
 -0.4719934  -0.19400739  0.62114575  0.87960782 -0.41415324 -0.30862805
  1.13529456  0.50470852  0.20230391  0.21603333 -0.5085351   0.32315642
  0.44777244 -1.03071551  2.17168686  0.94955846 -0.32895936 -0.50060862
 -0.54217532  1.32815818 -1.47470342 -0.41102049]"
buoyant,"[ 0.12403855 -0.43518513 -0.6086978   0.36499336  0.38221669  1.53952157
  1.10951108  0.34227078 -0.30908436  0.13462078 -0.78910362 -0.40136858
 -0.51156354  0.08389787 -0.14269207 -1.14325124 -0.64637145 -0.39796974
 -1.30398962  0.96569052  1.05768832  0.44496156  0.4090828   0.91472702
 -0.80227889 -0.48473563 -0.01722868  0.71230512 -1.32020094 -0.70071469
  0.26923392 -0.92841785  0.62947273 -0.04378011 -0.80458934 -0.49321363
 -0.18263798 -0.95719342  0.29900241 -0.47482553 -0.05145041  0.56415008
  0.42279273  1.35640431  2.04751442 -0.266828   -0.43298925  0.57316274
  1.07811955 -0.8242186  -1.91404314 -0.57793639 -0.51767382 -0.0436178
 -0.05941668  0.27204083 -0.3839543   0.90281199  0.10985126  0.36701739
 -0.91906149  0.51509605  0.49668885  0.57385014  0.82599439  0.12522051
 -1.19793819  0.4126344  -0.48878368  0.67665549  0.23977095  0.09804888
  0.91358134  0.19999689  0.53575641 -0.28508244 -0.01509352  0.85303235
  0.02578535 -0.87075215  0.52788943 -1.27792549  0.6338263  -0.07198475
  1.2630126   0.55731422  0.74759195 -0.02798505 -0.67094621 -0.39363527
 -0.55899454  0.19151888  0.09330769  0.38702853  0.41622418 -1.1649809
  0.65206164 -0.23642939  0.30570462 -0.18543343]"
burnt,"[ 0.81876394  0.54808855  0.33556917  0.42311368 -0.60846461 -0.24318092
 -0.70763721  0.13988026 -0.47186164  0.41673298 -1.15020351  0.04045926
 -0.50736693  0.49479181 -0.19384301 -0.09421708 -0.40713863 -0.21295407
  0.92852448 -0.09186507 -0.9377307  -0.67281502  0.85330668 -0.58848415
 -1.02715371  0.04081633  0.57617297  0.02586281 -0.53088704 -0.65651395
  0.35629482  0.16388009  0.31058972  0.156009    0.28250531 -1.15243908
 -0.54566668 -0.31796402 -0.47645699  0.79623741  1.26845613 -0.06495744
  0.33628331 -0.24861461  1.14220822 -0.26170204 -0.00337727 -0.40069583
  0.06759666  0.93855352 -0.53284317 -0.3288314   0.07174023  0.02961672
 -0.2693713  -1.02667244 -0.27121876 -0.16760605 -0.13458474 -0.1549114
 -0.14679502  0.39901915  0.46844618 -1.15754675 -0.37230092 -0.20714779
 -0.35835962  0.44855887 -0.33842574 -0.15815143 -0.20848292 -0.79855061
  0.90231857 -1.05626277 -0.04507789 -0.59472514  0.70493589 -0.63383218
  0.12816367 -1.3835572   0.25997878  0.88680926  0.24884748 -0.64257266
 -0.22619675 -0.04277711  0.32082058  0.46012487 -0.67744142 -0.3514045
 -0.3196407  -0.39591418  0.90070398  0.16723345 -1.2502455   0.67334287
 -1.13832701 -0.3824852   0.4487607   0.1130813 ]"
burnt_toast,"[ 0.39342106  0.93752388 -0.43483487  0.35615871  0.24598389  1.15271444
 -0.52685211 -0.54835504  0.57856394 -0.81588217 -0.39126472 -0.3161556
 -0.20884246  1.04225748 -1.11529087 -0.19496934 -0.96603996  1.05154787
  0.03196823 -0.25706788 -0.51056872 -0.76552056 -0.77311813  0.09312362
 -1.47995403  0.40557314  0.25468986 -1.76205156 -1.48940564 -0.32574829
  0.79020763  0.52667073 -0.62048156  0.01133106  0.86825904 -0.36903629
 -0.28082791 -0.65488223  0.3083565   1.52912662  0.85612712  0.91055957
 -0.18034654  0.45923979  0.72668631 -0.64974329 -0.31599438  1.7694476
 -1.74993979 -0.78942167 -0.14936176 -1.21206415  0.03498509  0.35519138
 -0.75183688 -0.71378858 -0.06786826  1.0991284  -0.20529558  1.47332379
 -0.64412068  0.84885199  0.58908365 -0.25307764  0.0276878  -1.02037164
  0.28657143 -0.05677218 -0.08675537 -1.18356823 -0.8116501  -0.66453537
  0.15394045 -0.20448947 -0.49926306  1.23411121  0.73303441 -1.333988
  0.59438381 -1.30015161  1.9506204   0.76290071  0.82763119  0.34477244
  0.22984157  0.77380333  0.7773502   0.75113153 -0.10667632 -0.0255637
 -2.11462309 -0.1790346   0.16516954 -0.57971265 -0.42848676  0.20751238
  0.97452424  0.826946   -1.43606144  0.2497726 ]"
butter,"[ 0.16246591  1.19684853  0.33393114 -0.22683086 -0.430249    0.63690569
 -0.87375696  1.34456386  0.24910055 -0.65416518  0.16101428  0.42809633
 -0.21783916  0.06603184  0.13616519 -0.2487005   0.50441147 -0.72726084
 -0.39264389  0.89490269 -0.50904068 -0.7467492  -0.10059273 -1.06204924
 -0.33334058 -0.4527092  -0.03180433  0.16703796 -0.655994   -0.67132942
  0.2171724   0.22829772 -0.80249012  0.49938222  0.06080637  0.24483331
 -0.16877725  0.23304123  0.16983072  0.41933323  0.25361545 -0.21528643
 -1.09292963 -0.29173492  0.60343447 -0.51203156 -0.0628314   1.11077967
  0.28163831  0.61478839 -0.03829283 -0.38113756  0.02692557  0.00977733
  0.57070621  0.54144508 -0.35124778  0.41424683 -0.55822832  0.02472336
  0.30196489 -1.01619538  0.22284936 -0.0571373   0.29154442  0.76595181
 -0.29421145 -0.4115798  -0.44011701 -0.16933161 -0.900332    0.08784433
  0.344123   -0.23831813 -0.94818613  0.30135528  0.46671111 -0.49848686
  0.12547802 -0.81763504  0.25974962 -0.5431977   0.72145052 -0.45181384
 -0.39778745  0.0437069   0.50742141  0.8142822  -0.1357137   0.17414559
  0.06869315 -0.25243434  0.77591507 -0.82815075 -0.75509319 -0.03026697
 -1.04745677  0.02632358 -0.63646753 -0.08986175]"
butter_nut,"[ 1.160967   -0.23828169 -0.38151712  0.65494163 -1.55014345  1.22709977
 -1.96831176  2.73228626  0.45199866 -1.53531451  1.07164075 -0.02612401
  0.09024694 -0.05102174 -0.12149545 -0.45818881  0.87941301  0.90000115
 -0.53407695  1.23379924  0.41720844  0.1889877  -0.50675017 -0.2488598
 -0.7011523   0.23375661  1.00160976 -0.24907528 -1.0548529  -1.27001947
 -0.17831361 -0.26251339 -1.76905153  0.69982024  0.25403132 -1.18680501
 -0.12879239  0.46960925 -0.32182916 -0.17539483  1.28727746 -0.3197723
 -0.56406784 -0.33201549 -0.18355369 -0.3865711   0.2714852  -0.699879
  1.32038302  0.50001152 -0.78424922 -0.89351716  0.49860111 -0.5027344
  0.12733104  0.31299448  0.0127045   1.0467822  -1.09475588  0.44506412
  0.65311985  0.00375601  2.35029901  0.16920076 -0.22292384 -0.2239033
 -0.35571828 -0.92188216 -1.17044812 -1.04556767 -0.93567288 -1.31096067
 -0.3458062  -0.04566217 -1.40428309  0.29081963  1.4820126  -1.63449407
  1.05003399  0.55198138  0.5675547   0.79639445  0.3826141   0.03925654
  0.40136086  1.58342532  1.86774137 -0.15727884  0.12753085  0.17009403
  0.05298653  0.14152138  0.35373979 -0.94021755  1.47004366 -0.44179275
 -0.18199048 -0.64023023 -0.25628406  1.17113374]"
butter_popcorn,"[ 1.699866   -0.50560706  0.6117893   0.09017367 -1.42443284  1.53251557
 -0.85175686  0.77415861 -0.97538069 -1.19249639 -0.31187966  0.30018552
  0.59299897  0.2563976   0.01410378 -0.42287443 -0.62127642  0.15994772
 -1.12565737  0.75018791  1.06559268 -0.05204891 -0.03068985 -0.56311222
 -0.6824293  -0.05220984  1.36519578  0.95559413 -1.01702289  0.32437079
 -0.70641533  0.65936286 -0.49745335  0.4725324  -0.94553993 -0.6626734
 -0.07859294 -0.19210279  0.18417897 -0.08461933  0.98537359  0.34357494
 -1.37715048  0.4423238   0.68701193 -0.4969629   0.38403699 -0.34933771
  0.37706342 -0.50746158 -1.50049843 -0.4345839  -0.4153491   0.14479437
  1.09554072  0.87238637 -0.50776811  0.93536311 -1.34589967 -0.57767243
  1.59932393 -0.98213969 -0.11833618 -1.43310766  0.9098291   1.17775226
 -0.69260612  0.29354913 -0.13210247 -1.45130026 -0.86515225  0.76482475
  0.30475282  0.13643068 -0.8432353   0.06263648 -0.0352357  -0.82911957
  0.42321161  0.05127646  0.47558238  0.66610654  0.28423059 -0.84590212
  0.45968877  0.42479025 -0.11047213  0.07373749 -0.48626498 -0.35647988
 -1.24854552  0.09780169  0.73666991 -0.14337514 -0.55069773 -0.10012519
 -0.75710018  1.02603489  0.35667912 -0.17250015]"
buttercream,"[ 0.40746269 -0.15171389  1.10963923 -0.3483721  -0.40398895  0.01606551
 -0.8838644   0.75714668 -0.37176443 -1.29182598  0.5452853   1.34226917
 -0.16212403  1.16921023  0.31797685 -0.82676937  0.76616363  0.31454006
 -0.69537688  0.78412362  0.88537954 -0.78525074  0.53855954  0.13043721
  0.75751623 -0.27952547  0.72320378  0.4441772  -0.39909245 -0.46490879
 -0.11248461  1.4099702  -0.26167634  0.05340511 -1.30363301 -0.85818087
  0.44681946  0.5290437  -0.08404241 -0.73541731  0.86172853  0.35504243
 -1.50082337  0.24074149  0.16600058 -0.36328333  0.39857508  0.21705352
  1.23975679  0.11478135  0.59297536 -1.26307521  0.89336176 -0.13069959
  0.43493852 -0.0933938   1.25522233 -0.36806896 -1.07896682  0.31906701
  0.9949318  -2.13893892  1.01991318  0.97952168  0.47758426 -0.6434555
 -0.7324055   0.16608742  0.67222475 -0.85664725 -0.8331071   0.242774
  1.06424037  1.32691448 -1.27477138  0.65906887  1.17309048  0.54541464
 -0.67362903 -0.30956965  0.4467086  -0.41383738 -0.87987329  1.34638962
  0.16441338 -0.19709797  0.58506705  0.28299921  0.08569429 -0.06730932
 -1.24507826 -0.74994051  0.78682132 -0.42775083 -1.14773954 -0.79094177
  0.22817689  1.13596947 -0.76069433 -0.27540501]"
butterscotch,"[ 0.26988457  0.44150624  0.70689591  0.01560856 -0.71808976  0.76524277
 -1.30664326  1.24213545  0.51550713 -0.09407172  0.46868386  1.08733059
  0.4028918  -0.01204805  0.41009404  0.73586108  0.24680268  0.10181717
 -0.31013036 -0.00629945  1.18231344 -0.56378819 -1.26990314 -0.25230415
 -0.28250151 -0.2992489   0.04210623 -0.32095976  0.11924313  0.78936595
  0.16743569  0.01880914 -0.29071034  0.33765508 -0.15435537 -0.7583182
  0.12650438 -0.14331251  0.63133309 -0.21426242  0.31918957  0.21401945
 -0.75151512  0.31523268  0.00864842  0.21754248  0.36216007  0.15240469
  0.6060645   0.26020059 -1.1829035  -1.39232394  0.29576059  0.83683134
  0.86607419  0.16047815 -0.05465375  1.21936595 -0.40082657 -0.14234932
  1.64580822 -1.01419745  0.70422327 -0.63216612  0.02339254 -0.1620852
  0.15948024  0.34287888  0.28074868 -0.51155023 -0.37510675 -0.25296364
  1.36013077 -1.26138193 -0.44603584  0.04051132  0.51968963 -0.4856048
  0.23304032 -0.56449974 -0.1545966   0.29223756  0.30167857 -0.18097591
 -0.25256448  0.94115107  1.34392139  0.28918311 -0.12347597  0.20350244
 -0.34404165  0.14305219  0.67527546 -0.05665823  0.05270654  0.25020422
  0.28060984  0.84359971  0.21313436  0.03381757]"
buttery_toast,"[ 0.7857606   0.74656328 -0.33990028 -0.23916361 -0.80661023  0.196089
 -0.23790532  1.32717809 -0.0941789  -0.76827617 -0.31420767  0.9022113
 -0.02170264 -0.42549352 -0.08818006 -0.45079108 -0.36734864  0.12927506
 -0.4967188   0.46062333  0.89106223 -0.39966923 -0.66152603 -0.92123202
 -0.43873487 -0.98637067  0.22756097  0.25170266 -0.04508057 -0.02409925
 -0.03336527  0.49810878 -0.24725474 -0.39298272 -0.0621802  -0.0179263
  0.1011478  -0.18390111  0.37304022 -0.0204224   0.10803038  0.10806403
 -0.93442948  0.09606195  0.02419875 -0.52410864  0.68294629  0.40660448
  0.07714219 -0.54150528 -0.77661602 -0.32368877  0.74969438 -0.08994606
  0.17336655  0.12474666 -0.47281122  0.29293373 -1.60651932  0.00202966
  0.84096458 -1.4625032   0.66357441  0.11749392  0.04727673 -0.56794408
  0.02870958  1.04518859  0.22263022 -0.72542102 -0.06907594 -0.16053488
  0.50952121  0.17804858 -0.64875288  0.55265435  0.97460709 -0.39953755
 -0.3040828   0.47744935  0.55233246 -0.31104731 -0.29880089 -0.56959742
  0.06223141  0.30131748  0.76063861  0.29995676  0.35134197  0.83634108
 -1.25912781 -0.47010442  0.41643673 -0.53288743  0.11059671 -0.65580518
 -0.69816286  0.5217091   0.36938239  0.08996362]"
cake,"[-0.45216508 -0.34640756  0.22183599 -0.44826933 -0.0773758   1.70489684
 -0.38765447  0.07257536  0.57546269 -0.38817144  1.28423007  0.97823857
 -0.25453441 -0.26470767 -1.02984336 -0.39786465 -0.15727369 -0.09153343
 -0.09030193  0.90846593  0.3797522  -2.02412649  0.27718883 -0.3103119
  0.94819885 -0.08585598  0.16985639 -0.48061695 -0.07863869  0.35822405
  0.4404963  -0.16377644 -0.29962168 -0.2719268  -0.41946666  0.26441226
  0.06333635  0.41649408 -0.50973351 -1.20066538  1.15304865 -0.62291325
 -0.30970262  1.00589652  2.05274454 -1.00753975  0.68952867  0.9838514
  0.26474459  0.17920803 -0.19469501 -0.86491112 -1.08946121 -0.84600474
 -0.38091539 -1.49812686  0.45290361  1.13763183 -0.23069835  0.34295494
  0.49075328  0.08154296 -0.28590348 -0.03360312  1.12402442 -0.73092328
  0.18880523 -0.27824123 -0.73164335 -0.3442289   1.20817993  0.20784085
  0.47583497 -0.94410001  0.89989898 -0.15843318  1.46140345  0.32569179
  0.23555419  0.74063496 -0.32172219  0.43898232  0.16078909 -0.36974512
  1.11896549  0.34166251  0.58770383  0.68269727 -0.91839916  0.35973803
  0.87663528 -0.12794481  0.69174426 -0.48545433 -0.34035162  0.84153664
 -0.22962749  0.74218587  0.19554432  0.03573747]"
campfire,"[ 6.02374499e-01 -2.30780480e-01  3.53265594e-01  3.96800529e-01
 -1.68067708e+00  1.10289814e+00 -4.56160973e-01 -4.01372781e-04
  2.82809555e-01 -6.25925538e-02  1.22215115e-01  3.00211704e-01
 -1.51453878e+00  1.02446037e-01 -7.13961098e-01 -9.28738696e-01
  2.80070146e-01  3.42229124e-01 -1.57918097e+00 -3.99717310e-01
 -2.20729409e-01 -2.87874507e-01  4.50524490e-01  3.90493974e-01
 -9.36818969e-01  1.47466953e+00  7.52628161e-01 -3.30601414e-01
 -9.45569314e-01 -1.24932845e+00  1.45994767e-01 -6.88754588e-03
 -2.92367927e-01  1.48099579e+00 -1.92964803e-01  1.02313993e+00
 -1.00853632e+00  4.36709194e-01  3.12923353e-01  1.01720783e+00
 -1.45285279e-01  7.31993902e-01 -2.08983451e-01 -1.08520037e+00
  1.52742780e-01  1.05792452e+00 -9.32759125e-01  6.94785231e-01
 -6.37632080e-01 -1.08431351e+00  1.15216810e+00 -1.60860498e+00
 -9.98347292e-01  1.14107250e+00 -7.66147837e-01 -3.35508702e-01
 -3.69977964e-01  1.80592131e-01 -2.75241690e-01  1.38095807e+00
 -3.04113885e-01 -9.19948936e-01  9.33172992e-01 -7.12680079e-01
 -1.33566913e+00 -7.58481432e-01  7.92162374e-01  3.89350911e-01
 -3.32867832e-02 -8.84316903e-01 -4.38660284e-01 -2.33894342e-01
  4.04348686e-01 -6.92538521e-01 -1.38631864e-01  4.19090257e-01
  1.76875205e+00 -1.36771431e+00  2.46960734e-01 -2.42487022e-01
  4.58742719e-01 -4.49696755e-01 -2.56479690e-02  7.92477702e-01
 -4.49282887e-01 -7.57436908e-01  1.73357330e+00  5.74408871e-01
 -3.11721166e-01  1.00494947e+00  1.12591707e+00 -2.38446886e-01
  1.17638921e+00  3.66568483e-01 -1.16318486e+00  9.29172272e-01
 -6.81620298e-01  1.20551761e+00  3.18993412e-01 -4.72242687e-02]"
camphor,"[ 0.33094456 -0.12233022 -1.66086586 -0.98099712 -0.28897717  1.69454765
 -0.25414469 -1.24385892  0.9697299  -1.22012585  0.54729912 -0.04639936
 -0.64169204 -1.22036557  0.24515489 -0.28448527 -0.691975   -1.24221079
  0.25701244 -0.95849265 -0.4713353   0.36939095  0.29749951  0.11095513
 -0.84788813  0.50100165  0.76778899 -1.33693334 -0.09510311 -0.03857524
 -0.46537207 -0.22374118  2.04610882 -0.88049114  0.28373312 -0.1136281
  0.78133363 -0.33918522  0.10669696  0.21194057 -0.97224705 -0.04423582
 -0.10118921 -0.02808204  1.45505933 -0.24435779 -0.50318916 -1.06912714
 -0.09086892  0.32303354  1.17463745 -2.33342288 -0.5651289   0.88330794
 -2.0485061  -2.31262648  0.27152797  0.08526228 -1.07479072  0.6330019
 -0.37325656 -0.48985429  1.6634729  -0.49617712 -0.12337604 -0.94602679
 -0.0587064  -0.12186875 -0.08452212 -1.67465022 -0.374635    1.73581084
  2.48433169  0.14126275  0.43723399 -1.38050391  0.82037933 -1.37007574
  1.70257854 -1.18950059  0.87000304 -0.16834602  1.69110156 -0.13943782
  1.34897967  1.16525809  0.70453076  1.12063871  0.30933907 -0.3820366
 -1.13436314 -0.71882454  0.04854793 -0.6722274  -1.59826687 -0.45707148
 -0.77638924  0.69649987  0.27519281  1.08905454]"
candle_wax,"[ 0.28491361  1.3055025   0.54363566  2.04406149 -1.48746113 -0.50090457
 -1.82547281  1.3630572   0.41463211 -1.50738482 -1.11648955  2.6015198
 -1.08035998 -0.16956828  0.38488956  0.49273014 -1.52578326  0.5947795
  0.51799224  0.73936928  0.23676309 -0.28610521  1.34504007  0.60440769
 -0.7559088  -0.08854128  0.83236241 -0.57809698  0.2480929  -0.79620901
  2.23102487 -0.33508033  0.29563808 -0.68095663  0.19478272 -0.9248074
 -0.92611817 -0.86031755 -1.13746186  0.50119056  0.35233482  0.73972676
 -0.04192079 -0.3212815  -0.05004756  0.72087551  0.32757319  0.20515448
 -1.36348618 -0.17467075 -0.65426459 -0.39144341 -0.26010432 -0.15448252
 -1.89899506 -1.70237965 -0.14495918  2.36748788  0.81865891  1.08557923
  1.28295727 -0.96825345  0.87440236  0.32492782  0.2672063   0.12043826
  0.53150508 -1.19244268  0.52893121 -0.57442682  0.60059454  0.80123759
  1.09880608 -0.3192081   0.74959328  0.17202776  0.99411135 -0.58419801
  1.43102655  0.24103858  0.86753869  0.02676353  0.29516144 -0.48331643
  0.72070869 -0.11872711 -0.13293823 -0.04849847 -0.84516029  2.10049607
  0.81370182  0.02090248  1.15521683  0.01049188  0.6991644   0.5816003
 -1.20891071  0.45393136  0.35116704 -0.03137029]"
