word,word_vec_idf
tree_fruit,"[ 0.87335593  0.48543648 -0.38652708 -0.66594528  0.2421166   0.33815533
 -1.18455784  0.40770476  0.09366483 -1.37773544 -0.16523749  1.00477101
  0.28930227 -0.60909902 -0.2506083  -0.79916528  0.40155086 -0.01618597
 -1.10060346  0.44069175  1.46368382  0.17686459 -0.44705193 -0.5293733
  0.03778635  0.09746891  0.41973754 -0.01038583  0.1534385   0.07979104
  0.09345168  0.21640085 -0.44557362  0.85212668 -0.29083215 -0.60971785
  1.18277012 -0.79500538 -0.30628567  0.20902647  0.65523612  1.01850556
  0.87302933 -0.19075385 -0.48749925  0.21820576  0.58209404  1.5802814
  0.55328414 -0.9198712  -0.17162689 -1.01857432 -0.88865474  0.12981129
 -0.58974345 -0.46767955 -0.35529344  0.25435565 -0.2361346   0.31438201
  0.58627113 -1.14354328  0.5160513   0.783643    0.24170405 -0.2735909
 -0.65602684  0.11130144 -0.09161067 -1.07569562  0.09393643  0.01964436
  0.27429568 -0.76753628 -0.73221149 -0.28043239 -0.1107445  -0.14511869
  0.1853391  -0.08072444  0.73143795 -0.26121433  0.61398089  0.31274899
  0.49458139  0.41336017  0.56976904 -0.46044269  0.08517829  0.3382069
 -0.68846376  1.13238717  1.06897446 -0.40954406  0.21787916 -0.44043391
  0.01319428 -0.13254272  0.46750765 -0.19733749]"
tropical_fruit,"[ 5.76671646e-01  2.52262554e-01  5.64949344e-01 -1.96016222e-01
 -1.41221798e-01 -4.03357673e-01 -9.97828572e-01  8.17591708e-01
 -6.78149835e-01 -2.42370243e-01 -6.87679600e-01  4.13336304e-01
  6.03724440e-01  1.50523678e-01 -3.06920592e-01 -1.71340691e-01
  4.84567846e-01  6.72452693e-02 -7.24089518e-01  3.57711478e-01
  7.15509277e-01  4.53596109e-01  1.80806579e-01 -4.39664007e-01
 -4.29046605e-01 -4.97377784e-01  6.64563014e-01  1.53009704e-01
 -1.33965711e-01  9.59605927e-02  5.24862180e-01  8.98145847e-02
 -8.63134318e-01  1.45309930e-01 -7.42372166e-02  7.58721238e-02
  5.23291150e-01 -2.55007541e-01 -2.01437139e-01  5.96663436e-02
  5.14072137e-01  8.89720982e-01  1.02950814e-01  1.12863841e-01
 -1.12235429e-01 -6.03741704e-01  2.79954118e-01  1.01196784e+00
 -4.00906175e-01  4.50056975e-03 -4.81235881e-01 -5.57456739e-01
  3.53171029e-01  2.45978434e-01  5.29419893e-01  4.71205458e-02
 -5.48168671e-01  2.94438671e-01 -7.74397011e-01  3.84643424e-01
  5.87617065e-01 -7.94768611e-01  6.54843344e-01  1.32363605e-01
  6.23698966e-01  5.99840025e-02 -1.72219432e-01 -2.65055228e-02
  5.31957711e-01 -1.29794712e-01 -1.12105949e-01 -1.82291289e-01
  4.48106136e-01  9.81099691e-02 -5.90085827e-01 -4.28476891e-01
  7.07705918e-01  1.93651045e-02 -5.83542745e-01 -5.40468897e-01
  7.60067835e-01 -2.63380614e-01 -1.96810369e-01  5.81712754e-04
  5.12880917e-01  3.31055758e-01  2.89035018e-01  1.37682665e-01
 -7.85704975e-01  4.27993497e-01 -6.69724970e-01  9.46502500e-02
  5.76015612e-01  3.48958596e-02  3.73421780e-01 -4.41563054e-01
 -2.74136128e-01  2.37311872e-01 -1.38207492e-01  9.89818045e-03]"
truffle,"[-0.967648    0.0027119   0.59501728 -0.01575646 -0.41109229  0.16956623
 -0.50307138  0.60515972  0.67265422 -0.32915602  1.80771048 -0.20377827
 -0.71770588  0.28463555  0.37070515 -0.76352113 -0.42204811 -1.22434621
 -1.42800828 -0.18515338  0.06021552 -0.63407645  0.43688827 -0.52128129
  0.2324128  -0.02238971  0.51157045  0.24441441 -0.65042718  0.18178363
  0.01592761 -0.60102639 -0.52999615 -0.66231258 -0.57093108 -0.15399237
 -0.09224635  1.03137436  0.51625157  0.16661148 -0.03855121  0.19504681
 -0.41507622  0.63301406  0.8390997  -0.87849085 -0.04215501 -1.32328059
 -0.34046044 -0.65383012  0.4959999  -1.04923567 -0.77494175  0.23762512
 -0.45976269 -1.46711724  0.38093058  0.31393407 -0.24094507  0.83045124
  0.72404698  0.32796084 -1.2980158   1.03155695 -0.18460559  0.56576856
 -0.64217711  0.26840102  0.12919237 -0.18002406 -0.30561761  1.20900806
  0.20744681 -0.42682883  1.07312268 -1.03801425  1.95644405 -0.14187622
 -0.34829551 -0.13429513  0.10736373 -0.27927384  1.48102781 -0.18512018
  0.71958165 -0.06232368 -0.43064677  0.40901732  0.44299697  0.1581921
 -0.7041605   0.90812137 -0.03954221 -0.40531558 -0.44477314 -1.18689722
 -0.75223332  1.4387981  -0.34577235 -0.1444193 ]"
umami,"[ 1.14222918 -0.83654887  0.29152405 -1.24799114  0.25898472  0.58239222
 -0.99261381 -0.29227104 -0.19159221 -0.86464275 -0.79258615 -0.57000322
 -0.97567003  0.75631189  1.00084885  1.1664606  -1.18442465 -0.34556195
 -0.90507096 -0.05995546 -0.03619592  0.06590036 -0.73279101  0.93730058
  0.68848213 -0.69196198  1.19118394  1.20512156  0.37223473 -0.91221285
 -0.99002669 -0.07924951 -0.00470181 -0.81056841 -2.00829301  1.10105398
 -0.619541   -0.31386069  1.11519201  0.63990997  0.72344461 -0.89878537
 -0.80220584 -0.34301127  1.14399643 -1.8831277  -0.5936152   0.29203419
 -0.1482708   0.99312394 -0.4515972  -1.68319113 -0.44312531  0.28296107
 -0.13454634 -0.70475179 -0.57073199  0.44305243  0.36051984 -0.15923324
 -1.15729639 -0.84853705 -0.16409957 -0.30489688  0.38314798 -0.06688784
  0.19190194 -0.2083538   0.45737266  0.3283631  -1.24943045 -0.42669167
  0.78693822 -0.42441428 -0.14816513 -1.31439981  1.24033911 -1.21208126
  1.19581159 -0.39967272 -0.62722946 -0.38484236  0.01574824 -1.09136141
 -0.42778481 -0.21882979  0.33355555  0.32991173  1.81577163 -0.99529202
  0.68972103 -0.08346723  1.36838305 -0.41293623 -1.79250582  0.02169897
 -1.31341598 -0.23611973 -0.93793824  0.32185888]"
undergrowth,"[ 0.46065242 -0.09371962  0.4673461   0.04567246 -0.89143699  1.500905
  0.27665004  0.4572974   0.66449034  0.14005326  0.38333967  0.58118765
 -0.25362314 -0.00833043  0.08087071  0.08681646  0.06408415 -1.25517025
 -0.02267175  0.10172257 -0.59783183  0.64013781 -0.30751622  0.35196614
 -0.13238909 -0.54699918  1.42141558  0.61228296  0.14306951  0.11227697
  0.1174257  -0.66972745  0.12159247  0.81373145  0.48507042 -0.05452644
  1.09124888  0.75430668  0.34654901 -0.56009194  0.29429253 -0.21206999
 -0.80615402  0.9581937   0.57279192 -1.85180736  0.43850929 -0.36329138
 -0.85454813  0.20421434  0.89204253 -0.3720308  -0.62373913 -0.20864951
 -0.9994359  -1.64968786  0.67254239  0.43237206 -0.31285152  1.80221853
 -0.05071154  1.31438226 -0.16480513  0.3986582  -0.9559843   0.96647487
 -0.22534278  0.65291962 -0.33491282 -1.15414323  0.7761225   0.5276219
  0.9787166  -0.0293507   1.15204839 -0.57426486  0.18059827  0.6394668
  0.6150979  -0.66195362 -0.40057302 -0.23035076  0.8026517  -0.01349635
  1.69125738 -0.27426061  0.42453277  0.83613644  0.74569819  0.60450913
 -0.07095458 -0.19031964 -0.1843788   0.0097235  -0.3064688   0.18653911
 -1.63708608  1.42452511 -0.33453641 -0.53740873]"
underripe,"[ 0.79738946  0.91059042  0.42113561 -0.68800862  0.53954079 -0.60440896
 -0.41307092  0.14624405 -0.52368823 -0.88984737 -1.24572726  1.00891691
 -1.29256522  0.18022279  0.64069085  0.52001575  1.39978687 -0.86201773
 -0.03699977 -0.50670993 -1.05344804  0.14564243  0.30804538  0.08715403
 -0.81947971 -0.56497133 -0.65161601  0.14166544  0.28377749  0.26571037
  0.26757429 -0.17389837  0.15429582 -0.2461115   0.15577219 -0.3150028
  0.19895982 -0.60686343 -0.79196379  0.84921018  0.50067525  0.74721121
  0.06843546 -0.23941246  1.56650637 -1.93977057 -0.5366065   0.0614153
  0.13246394 -0.62188553 -0.95076624  0.1537348  -0.08410717 -0.88981046
 -0.73026982 -1.30175565  1.21201058  0.0267279  -0.21798658  0.12288781
  0.5451141  -1.87351829  1.21250886  0.59835583  0.30992776 -0.06902232
  0.02541577  0.11720193 -0.63602181 -0.11861371 -0.80074822  0.95462327
 -0.32227394 -0.40854953 -0.66575229  0.42944022 -0.49510194  0.52966754
  1.07273317 -1.58401986 -0.849487    0.40790361 -0.39635099  1.26220729
 -0.89021646  1.00249469  0.30505573  0.67654827 -0.03006082 -0.09235087
 -0.41432584  0.10510489  0.46968986  1.03975467 -0.82839331 -0.33892005
 -0.39779045  0.14234458 -0.52761907 -0.78939859]"
unoaked,"[ 0.46195403  1.1980362   0.00426251 -0.68548308 -0.16993089 -1.05686852
  1.02360581  0.32818006 -0.33372988 -0.09355681  0.23820804  0.78181841
  1.19295641 -0.80982056  0.29128376  1.19745772 -0.95621265  0.23305593
 -0.11053525  0.8510374  -0.10870219 -0.56542999  0.21635226 -0.64571245
  0.01446657  0.49890456  0.79194185  1.72675067 -0.80864551 -0.12482737
  0.05139812  1.11386707 -0.55053408  0.70941777  0.22361944 -0.65256384
  1.17471615 -0.69593191 -0.35039739 -0.21915429  0.32505265  0.36442558
 -1.45200788  0.63340163 -0.24473404 -1.60855956  0.17027979 -0.77545511
 -0.02670237  0.54444194 -2.04909168 -0.51493936 -0.01891636 -0.04502759
 -0.87509863 -1.22489946 -0.88827718  0.83547262 -0.54881671 -0.66284997
  0.12650497 -0.5078168   0.0263372   0.94213023 -0.08808654 -0.09294217
 -0.40701631 -0.02138214 -0.41880288 -0.03719097 -0.95682729 -0.79928134
 -0.53636127  0.72205399 -0.5066056   0.47305365 -0.11342947 -0.18133603
 -1.13127577  0.25986496  1.41793167 -1.16303804 -1.15817518  0.31680928
  0.59900002  1.01953835  0.75981802  0.23193512  1.14920871  0.21009743
  1.40921829  0.79257456  0.12055926  0.2280846   0.70610958 -0.18741009
 -1.3913215   0.62750834 -0.81981745 -0.34045473]"
unripe,"[-0.0520144   0.55141105 -0.01400388 -0.9370484  -0.46332355  0.04608455
 -0.08834951 -0.44911843  0.42222341 -1.01834901 -0.37340516  2.57601894
 -1.33221895 -0.10263512  0.08833373  0.73909221  1.46816191 -1.89085883
 -0.27827823 -1.29890006  0.59730936  0.59887192  0.58177843  0.49315429
 -0.36551343  0.10259093  0.49121293 -0.05736815 -1.07865762  0.29597149
  0.11094196  0.6389777   0.25717574 -0.45901466 -0.12847265 -0.73970776
 -0.1094741  -0.34141208 -0.65477695  0.7409073  -0.08118382 -0.03014168
 -0.35255521  1.09178946  0.82926313 -1.22908981 -0.20419066 -0.20919401
  0.27632108  0.88527864  0.0166626   0.75078775 -0.67969904 -0.34376382
  0.38775233 -0.5066018   0.56803104 -0.42176569  0.55663538  0.74783625
  0.19541505 -0.74379568  0.62955498 -0.05596027  0.25534486  0.00720704
  0.38402743  0.05434246  0.60962046 -1.43208092  0.4554476   1.11604865
 -0.09404892  0.48221635 -0.22805525  0.5290301   0.34490023 -0.0932266
  1.00188686 -1.10099122 -0.7222986  -0.76829161 -0.05300245  1.30494513
  0.36395087  0.15319587  0.11720642  0.71101343  0.74150708  0.73167398
  0.50956909 -0.7164745   0.1049837   0.51578778  0.00435497  0.72798065
 -0.48728284  0.33085294 -1.04960027  0.97743828]"
vanilla,"[ 1.51338752e-01  6.75065171e-02  3.58437145e-01 -7.96654719e-02
 -1.04001067e-01  6.08690542e-01 -3.21155579e-01  3.59162261e-01
  4.40109950e-01 -2.72112987e-01 -2.32815245e-01  4.05888019e-01
  6.45353107e-02  3.66678705e-01 -5.45057205e-01 -4.64940746e-02
  9.39785513e-02  2.86332332e-01 -3.34278407e-01  3.78828817e-01
  3.97628772e-01 -4.27270093e-01  1.21708043e-01  1.50645471e-01
 -5.85628321e-01 -5.49761615e-01  1.20896267e-01  1.67876699e-01
 -3.21686151e-01  1.38808397e-01  6.33344481e-01  1.87327490e-01
  7.76033132e-02  4.21363052e-01 -5.08217782e-01 -9.25353939e-02
  3.62080410e-01  1.99619088e-03  2.15465522e-01 -5.05352690e-02
 -4.46459135e-02 -1.86991461e-04 -9.03158320e-01  5.48877327e-02
  3.94516080e-01  4.99091934e-02  6.13660238e-01 -1.72124817e-01
  1.38009001e-01  5.97919919e-02 -1.96930853e-01 -4.86110592e-01
  9.43605636e-02 -3.53325962e-01 -6.36386430e-02  2.55152351e-01
 -2.22380651e-01  2.53613690e-01 -5.32730235e-01  2.38616172e-01
  9.50396965e-02 -4.89771542e-01  4.44036187e-01 -3.68836367e-03
 -8.56291076e-02 -1.50090138e-01 -1.06565501e-01  2.73881562e-01
 -6.14491469e-01 -4.52083204e-01 -1.53377920e-01  7.05184007e-04
  6.48200513e-01 -2.94927608e-02 -6.76656889e-01 -9.68896262e-02
  8.75409375e-01 -4.85562333e-02  3.09907440e-01 -5.01001995e-01
  3.47029834e-01  7.86697640e-02 -2.29225037e-01 -2.35202822e-01
  2.82565267e-01  3.13320790e-01  5.64635333e-01  3.59268375e-01
  2.47883506e-01  1.51973671e-01  6.95686758e-03 -5.71656576e-02
  7.06156724e-01 -5.63644930e-01 -4.34804224e-01 -6.05560164e-02
 -3.91987017e-01  5.36868701e-01 -4.05976447e-01  1.52688175e-01]"
vanilla_cream,"[ 0.16746282  0.24904338  0.38467707 -0.29000624 -0.73598448 -0.15798395
 -0.17937454  0.3098563   0.25094589 -0.06556246  1.18357901  0.91204226
  0.61205206  0.66655135 -0.93246476  0.7634109   0.59073723 -0.32401568
 -0.78617366 -0.03078528  1.49281237  0.41003262  0.16025854 -0.46635023
 -0.58918829  0.05887505 -0.57181317  1.1968629   0.43321628 -0.83664905
  0.49763218  0.58912094  0.17930719  0.91907986 -0.26596392 -0.49187415
 -0.32549728  0.41836662 -0.49844033  0.61949373 -0.78164468 -0.78117326
 -0.55923641 -0.27875955  0.25512131 -0.80979507  0.30010805  0.16304159
  0.20257504 -0.2825309  -1.30640023 -0.8413464   0.41264226 -0.60895417
  0.06286864  0.76751898 -0.35649301  1.49395724 -1.2965678   0.19541959
  0.0652493  -1.5195485   0.80636045 -0.16693416 -0.3941391  -1.0901204
  0.12279933  0.40422408  0.24835309 -0.62299569  0.08636377 -1.40795713
  0.95559791  0.72123583 -1.21147686  0.48357383  1.32857371  0.53275282
  0.4412809  -1.30348754  0.08803057 -0.30372787 -0.30557987 -0.86357039
  0.36918762  0.28938329  1.05851856  0.15788125 -0.42257571  0.26281552
 -0.35752003 -0.83461186  0.87040595 -0.3850138  -0.41309684 -0.99455724
 -0.11309317 -0.41700287 -0.70508977 -0.2211287 ]"
vegetal,"[ 4.23643782e-01  8.11130220e-01  5.32882293e-01 -1.36436852e-01
 -1.35611409e-01 -2.87091957e-01 -4.40005237e-01 -2.34971140e-01
 -6.54001285e-01 -2.12168282e-01 -1.54800007e+00  4.32988973e-01
 -6.12847065e-01  2.57110695e-01  1.03184773e+00 -1.72591247e-01
  1.41004794e+00 -1.03200987e+00  2.31713588e-01 -9.25571969e-01
  8.87807961e-01  3.97657073e-01  3.11575180e-01 -5.64072239e-02
  3.92984477e-01  1.23424336e-02 -9.12585985e-01 -1.92608235e-01
  7.92100815e-01 -4.87468199e-01  5.82718403e-02  7.12769865e-01
 -5.27045233e-02 -4.22641458e-01 -7.61087750e-01 -1.93418938e-01
 -2.36651505e-01 -5.94819984e-01  1.14449119e-01  5.61138969e-01
  2.84689329e-01  3.72304187e-01 -1.50849673e-01  5.53533103e-01
  9.17273321e-01 -9.17302801e-01 -5.21075513e-01 -2.45790336e-02
  1.74979135e-01  6.05300160e-01 -2.56639013e-01  9.03741955e-01
 -9.00528624e-01  5.88039561e-01  2.84792509e-01 -2.40881900e-01
  1.94568662e-01 -2.22736898e-01 -2.59999745e-01 -2.73103649e-01
  5.14265610e-01 -2.46497859e-01  5.00852164e-01 -2.88256421e-01
  5.89896807e-01 -2.68165732e-01 -5.68523734e-02  1.79961272e-01
 -7.63475638e-01 -1.14948807e+00 -1.22824416e-03  4.89163304e-01
  3.83506625e-01 -5.06615524e-01 -2.05417339e-01  2.43461408e-01
  6.13687248e-01 -1.85090810e-01  2.24505704e-01 -1.50260071e+00
 -3.94399522e-01 -1.12236638e-01  1.37508454e+00  9.66077627e-01
 -2.82198260e-01  6.59145563e-01 -3.34156937e-01  4.55968712e-01
 -5.33663516e-01 -1.41900989e-01 -7.61588911e-01 -1.21802930e+00
  4.67185890e-01 -3.66378687e-01 -5.85356872e-01  6.06744685e-01
 -6.24137944e-01  2.93150117e-01 -1.01656230e+00  9.75201718e-01]"
velvety,"[ 1.02335853e+00 -2.14452869e-01 -1.39373064e-02 -4.33762239e-01
 -1.26660959e+00  9.33419531e-01  2.99143434e-01  4.24884214e-01
  6.16520048e-01  4.52302145e-01  4.07980182e-01 -2.31936273e-01
 -7.14842897e-01 -4.71182859e-01  1.01028857e-01 -6.86794472e-02
  6.60620487e-01 -5.36924549e-01 -1.79792787e-01  2.79598147e-01
  4.07809778e-02  1.52528219e-01  2.05694126e-01  2.59712052e-01
  1.68360412e-01  3.98965834e-02 -3.40261811e-01  8.10405208e-01
  1.69762834e-01 -7.90553194e-01  3.49991853e-01 -3.64237590e-01
  4.26247443e-01 -6.15872514e-01 -4.67536223e-02 -2.70941646e-01
  8.32455427e-02 -2.35565869e-02 -4.22089596e-02 -6.31294035e-01
 -3.50213378e-01 -5.67665349e-01 -1.32524546e-01  1.22498001e-01
  1.07591098e+00 -2.72015188e-01  1.32885801e+00  7.88201625e-01
  9.70891272e-02  2.83449267e-01  1.31473156e-01  4.64894968e-01
  3.59074363e-01  4.96794513e-01 -5.60525441e-01 -2.99143434e-01
 -7.16393569e-01 -5.45495848e-01  8.19300273e-02  3.10628633e-02
  1.72277990e-01 -1.15985177e-01 -2.56661829e-01  6.23779239e-01
 -4.18783767e-01 -6.77643801e-01 -2.63955101e-01  8.29064397e-01
  2.81506666e-01  3.59415170e-02  4.25037577e-02 -4.70552366e-01
 -4.31410670e-01 -4.26315604e-01 -4.52370307e-01 -2.82699491e-01
  8.57862597e-01 -8.69143312e-01  8.67337034e-04  9.82989924e-03
  7.01517339e-01 -3.76864493e-01 -6.59921832e-02  1.38590912e-01
  7.13513749e-01  4.42946991e-01 -3.45016070e-01  1.11609214e+00
  2.82903975e-01 -3.71394539e-01  2.77689627e-01  9.13754962e-01
  7.23209711e-01 -1.41932526e+00 -1.47586516e-01 -6.37292240e-01
  5.49142484e-01  3.52343422e-01 -2.35412506e-01 -6.04387315e-01]"
vibrant,"[ 0.47971061 -0.35036308  0.54139943 -0.07401361  0.28545139 -0.1022927
  0.30506982  0.59220835  0.07881763  0.68231902  0.24082866  0.07221399
 -0.53932295  0.43058883 -0.2812768   0.21779268  0.06487492 -0.36740754
  0.00909391  0.29001532  0.12411522 -0.07085346 -0.38925386  0.47376235
 -0.28350469 -0.68110774 -0.23122493  0.54075053  0.64518027  0.21568808
  0.30569709 -0.18514649  0.2845213  -0.18073397 -0.67429428  0.8957857
  0.41652932 -1.06263968 -0.62528065 -0.06983469 -0.27887586  0.1791831
 -0.48604821  0.60306662  0.65346457 -0.3420139   0.65932631  0.36113483
 -0.03568953 -0.64027026 -1.39680188  0.68154034 -1.16661519  0.34882735
  0.21690585 -0.31666351 -0.31281337  0.72289694 -0.01041486  0.27312228
 -0.3811426   0.56382976  0.99493771  0.37426426 -0.01330527 -0.15090401
 -0.06184456  0.90956402 -0.24366219 -0.9316699  -0.70905372  0.14128297
  0.86721244  0.1138972   0.67926919  0.84988679 -0.01744267  0.78752744
 -0.01841991 -0.56949683  0.29806169 -0.48481529 -0.8348323  -0.53949599
  0.77182405  0.63135869  0.58044162  0.69408575 -0.23124656 -0.0431454
  0.20176051  0.28778743  0.84328964  0.22159957 -0.3722094  -0.69335033
 -0.56943194 -0.24783678 -0.3008087   0.0354516 ]"
vinegar,"[-1.33076904  0.28347462 -2.14479795 -1.12833867 -1.03351822  0.12138991
 -0.97575688  0.05487897 -0.29193768 -1.20794079 -0.02655238  1.36166111
 -1.0045996   0.74023328  0.10170096 -0.11417733 -0.39850395 -1.29898512
 -1.00845162 -1.22556901  0.07086201 -0.09198931  1.04012169 -0.47237548
 -1.51551427 -1.28727725 -0.36470863 -0.26664338 -0.32912961  0.30087513
  0.39362725 -0.10015635  0.28637787  1.38520968 -0.97640204 -1.41253436
  0.01628286 -0.27571365 -0.5672149   1.47682327  1.44919498  0.28489778
 -0.35539167  0.68636191  0.36360805 -1.61803876 -0.9717151  -1.38834063
 -0.82626809 -0.01754928 -0.27812354 -0.63091557 -0.22499221 -0.6490751
 -1.40765767 -0.30542925  1.40564627  1.00074758 -0.21573218 -0.13248487
  0.16491775 -0.65315483  0.18798624 -0.55144628  1.13494214  0.23751602
 -0.55749946  0.04387509 -0.60514687 -1.20177376 -0.60423605  0.2328101
  0.97336597 -1.13682071  0.99564318  0.63554559  0.74833581 -0.12087757
  0.54072514  0.17428025  0.73381957 -0.3145944   1.12579596  1.76680648
  0.5620346  -0.03999461  0.27907231 -1.03099449 -0.61778454 -0.26170975
 -1.29488642 -0.12699147  0.71670369  0.61581109 -1.69481353  0.61148468
 -0.47195802 -1.17959143 -1.37107295  0.8370082 ]"
violet,"[ 0.04217167 -0.26113047  0.72136084  0.26850116 -0.16582597 -0.0524359
 -0.03029829  0.17958216  0.44180364 -0.38006498  0.45223937 -0.45380838
 -0.28468385  0.62046994  0.49761291  0.41361622 -0.21593937 -0.58806809
 -0.14271228  0.55838463  0.43901227  0.31579035 -0.61465001  0.17162948
 -0.71192855 -0.83274221  0.45147311 -0.55406074 -0.19147379  0.16555595
  0.13654571 -1.28970686  0.58317862 -0.12128802 -0.48858199 -0.50038605
  0.51366789  0.33737335 -0.22314587  0.72721726 -0.70021572 -0.05381882
 -0.1595846   0.11498279  0.03407485 -0.90041027  0.7337852   0.27824361
 -0.8207922   0.19209409  0.56206998 -0.4819958  -0.2016541  -0.04419861
 -1.08735947 -0.79483058  0.0628169   0.39341979  0.50522078  0.97183665
 -0.1773746  -0.16964997  0.18118948  0.10054791 -0.00386834  0.2471371
  0.97880597  0.52114804 -0.5506673   0.60321084  0.2605649   0.38648696
  0.1958889   0.12097239  0.72488199  0.10670536  0.32536861  0.03821813
 -0.60098504  0.09152794  0.63471873 -0.22985977  1.6052053  -0.22155862
  1.26308844  0.06086476  0.04323349  1.05034182 -0.20156288 -0.28979225
  0.31533425 -0.23188488  0.91947555 -0.22843671 -0.89110568 -0.8557665
 -0.45149136  1.28310242 -0.18448622 -0.19014195]"
violet_rose,"[ 0.05397512 -1.84509169 -0.36278148  0.22096416  0.21272599 -0.17036625
  0.78551615 -1.02263316 -0.16816653 -0.32016727  0.32859954  0.7431176
 -0.45618337  0.23644847  0.54050602  0.46392553 -0.63692713 -1.72626361
 -1.05541332  1.28185521  0.83024381  0.20989007 -2.14028565  1.01493414
 -1.46169321 -0.66410016  0.57723274  0.48732452  0.5615112  -0.35544908
  0.02980838 -1.76501752  0.56030351  1.12832761  0.14453894 -0.29508614
  0.21359509  0.00401233  0.32329433 -1.03915264 -1.2785125   0.53390685
  0.13711596 -0.20192794  1.75649899 -0.55100861  1.09841571  1.25507037
 -0.33321464  0.40142756 -0.14132131 -1.00145545 -0.03121879  0.69843307
 -1.87623284 -1.19753257  0.31801068 -0.47891382  0.30869422  0.47626122
  0.34457987  0.65338191  0.7543103   0.22368146 -1.30896354 -0.02223228
 -0.47572207 -0.48016465 -0.01720376 -0.69782922  0.56146807  0.71506037
  0.49864662 -1.86961211  0.23023749 -0.76675382  0.64001106  0.83388845
  0.27259291  1.08435475  0.39500093  0.05244179  2.60904194  0.2439534
  1.06436317  0.16639166  1.55835155  1.23859403 -1.63262449  0.3204692
  0.61208322 -1.24495597  1.39723275  0.39366384 -1.24178578 -0.0684329
 -0.18244316  0.9508403  -1.24892409 -0.43515662]"
viscous,"[ 0.99024788  0.0233293  -0.04420125 -0.38597164 -0.43923838  0.39419041
 -0.87470896  0.67323524  0.97289945  0.01903877 -0.38530917  0.11498204
 -1.03589621  0.13549998  1.07434018 -0.19812824  0.06226184  1.20004388
 -0.12546977  0.88557761 -0.06713513 -1.119885    0.58792151  0.82823254
  0.47087132  0.37058991  0.06637743  0.69756031 -0.85912021  0.03120441
  0.26320765 -0.17497284  0.57543809 -0.4073156   0.2825642  -0.10588135
  0.54662064 -0.91058585 -0.03519165  0.31347257  0.28813309  0.27473877
 -1.26753302  1.96795024  0.57111133  1.04630941  0.46857338  0.35891388
  0.28328878  1.04024367 -0.53467548 -0.44331671  0.30318358  0.78357791
 -0.27664337 -1.2068342  -1.33113015  1.5555833  -0.36711195 -0.05155881
  1.16820391 -0.69855402 -0.05499744  0.37261873  1.53214842 -0.55494292
 -1.00796896 -0.62576511  0.57378191 -0.03740058 -1.05212673 -1.25916934
  1.0007853  -0.04048727  0.52682935 -0.23757834 -0.27602231 -0.00276395
 -0.22180327 -1.12572302  1.94575749  0.16748486  0.45971284  0.37638653
  0.40423097  1.19934001 -1.0678811  -0.73380985  0.03105122  0.34452586
 -0.05682544  0.07018457  0.71979446  0.51774108  0.11992365 -1.27148714
  0.42592687 -0.23221647 -1.2701208   0.03350028]"
voluptuous,"[ 0.39923499 -0.26626452  0.17977471 -1.09136286 -0.81697088  0.07472689
 -0.75210353  0.91963947  0.69155685  0.47913909 -0.02819103 -1.36592613
 -0.85526699  1.24268196  0.87264489 -0.51549374  1.09751079  1.04444442
 -0.71296993  0.89356309  0.08293239  0.70813533  0.03439607  0.57775346
 -0.06626825  0.37525234  0.55767275  0.20143523 -1.00603411 -1.18919684
 -0.28931451  0.507766   -0.43442858 -0.50036183 -0.10074616  0.92279909
 -1.57891491  0.55264782 -0.19543957  0.68034591  0.68430495  0.12057373
 -1.90528833  0.2042332   1.22720744  0.36575445  1.72991044  0.26925283
  0.36103406  0.26529379  0.03815335  0.30206719  0.34361808 -1.00344551
 -0.58930701  0.334577    0.27884589  0.20585108  0.71780453  0.42034353
  0.34310417 -0.2814916   0.24941956  0.33901189  0.11587046 -0.0022892
  0.0147579   0.21121863  0.22045004  0.32342317 -0.48837051  0.53719233
  0.39394358 -0.34363712 -1.03517493  0.96587269  0.13725689  0.17447949
  0.39000357  0.0197381  -0.45624137 -0.8594925  -0.21700492  0.28832475
 -0.24104467  0.61663962 -1.12533828  0.97967223 -0.71116172 -0.17236293
  0.32886685  1.0142377   0.40766699  0.22789228 -1.37454847 -1.85587645
  0.63241868  0.23607683  0.09240934  0.50715692]"
