,word,vector
76,sharp,"[-0.01978348  0.1530529  -0.01061429 -0.0324386  -0.02181977 -0.02143119
 -0.17289799 -0.00175767  0.12743194 -0.0657912   0.07445122  0.01068233
 -0.29796742  0.08367824 -0.08999087  0.08399198  0.06969596 -0.08494833
  0.04037058 -0.31537818  0.05507863  0.12987761 -0.04209049 -0.09436435
 -0.14440422  0.05242884  0.01397699 -0.02767615 -0.17657217 -0.03451496
  0.09973576  0.10352711  0.18401502  0.01072467 -0.15432299 -0.16468401
  0.03786443 -0.0304711  -0.01657008  0.07696493  0.16443831  0.17913502
  0.02155441  0.09404305  0.06698947 -0.19732446  0.0491251   0.04050667
  0.02506038  0.05498035 -0.23020683  0.08599539 -0.11798946 -0.03317041
  0.05491231  0.06819907 -0.08815     0.07280313  0.2142098   0.02316319
 -0.01364889  0.08579505  0.03763385 -0.03282     0.0288026  -0.07183545
 -0.0054436   0.03960702 -0.02179747 -0.12044269 -0.16749635  0.06630906
  0.10095292 -0.03356618 -0.00629259  0.07971679  0.11377852 -0.04584027
  0.0751921  -0.04971479 -0.08568543 -0.03901734  0.11597093  0.17995906
  0.04705366  0.11967913  0.06272183  0.11541527  0.06721627 -0.05877171
  0.01598834 -0.00055426 -0.00641885 -0.07163889 -0.06000777  0.08541705
 -0.04021182 -0.00543453 -0.00191783  0.09839385]"
589,shimmer,"[ 0.06266502  0.06400654  0.02865499 -0.07466141 -0.00092027  0.11836848
 -0.11581794  0.0260807   0.05729894 -0.0062585   0.1922294   0.00984996
 -0.09362764 -0.06656812  0.15301615 -0.01893725 -0.04859009  0.21433689
 -0.04722649  0.12076445 -0.10370285  0.04229654  0.01845005  0.00811565
  0.03478016 -0.07298313  0.10153047  0.11233992  0.15067539  0.02515931
  0.05857973  0.01181753  0.01884036 -0.10008129  0.00590821  0.179899
  0.06134282 -0.14579512  0.0581298   0.12987078  0.08098533  0.10958511
  0.00449989 -0.04463454 -0.03987021 -0.03456762  0.00177078 -0.04892133
  0.03495958 -0.01204939 -0.14459162 -0.12180785 -0.17445839 -0.05624173
 -0.05732102 -0.18202722 -0.00897687  0.0891007   0.03691114  0.023775
 -0.18317    -0.11405961  0.16646172  0.08074242  0.04928018 -0.10064164
 -0.05801386 -0.01234751  0.06192801 -0.06659297 -0.1141645   0.16224117
 -0.06368634 -0.1332301  -0.15441288  0.02270841  0.18504426 -0.0123453
 -0.00141909  0.0110703   0.14454193 -0.0794147   0.15288089 -0.00597335
  0.21008046  0.13843884  0.01508824  0.02587423 -0.13052774  0.08313011
  0.06775231  0.02468784  0.32226856  0.01078102 -0.15040764 -0.10067201
 -0.00704519 -0.07611611  0.02030306  0.05207639]"
232,shine,"[ 0.06645169  0.10111567 -0.02730465 -0.12477686  0.06930551  0.1172312
  0.05374558 -0.03188873  0.01378085 -0.01936306  0.06011547  0.05310298
 -0.03504    -0.00810912  0.12722099  0.11927125 -0.05029125  0.08844604
 -0.06735245  0.1146159   0.06701852  0.17828953 -0.01982831 -0.0179036
  0.11940595  0.09655292 -0.04578463  0.01689367  0.11868477 -0.04135657
 -0.06619352 -0.04131448 -0.09158048  0.02822955  0.00398721 -0.01442934
  0.01367001 -0.04356218  0.03191118  0.02419996 -0.07472132  0.12183043
  0.01029368  0.00936823  0.34071888  0.00378349  0.15297273  0.17632244
 -0.109158    0.10873989 -0.19258951 -0.12172941  0.07666876 -0.19858057
 -0.14237964 -0.05256701  0.01972364  0.06389251  0.02580198 -0.08647895
  0.06114812 -0.00892851  0.08793533 -0.08696161  0.03626066  0.07250168
  0.05055503  0.20520301 -0.09190599 -0.19091706 -0.14934723  0.00900568
 -0.12992328 -0.09868557  0.10260291  0.15902553  0.00071867  0.09665955
 -0.00332525 -0.11008121  0.06091522 -0.0346752   0.09817766  0.0181365
  0.13713781  0.0377002   0.26453277 -0.03622418 -0.02521915 -0.01232475
  0.07657616 -0.11394805  0.10039169 -0.01154718  0.19598491  0.0258421
 -0.02500841  0.15808267 -0.06754607  0.08404044]"
487,shoe_polish,"[-0.03839491 -0.09338554 -0.04620241  0.11577318 -0.10664227  0.09603463
 -0.21034686 -0.10905238  0.164539    0.00214186 -0.00528939 -0.07566932
 -0.00152827  0.11447681 -0.14553318 -0.03593746  0.01110995  0.01789253
 -0.05607732  0.07609543 -0.11412285 -0.11574838  0.16484111 -0.09880547
 -0.09655092  0.23483348  0.12691514 -0.11715521  0.03363782 -0.10030248
  0.05181397  0.05381826  0.06664663 -0.04675477 -0.04448444  0.03275629
 -0.07635019  0.10266525  0.01935032 -0.11701994  0.08639645  0.07742561
  0.06834655  0.16734817  0.08400212 -0.08257499 -0.17896133  0.00792112
 -0.05440444 -0.03553164 -0.01746326 -0.18147064 -0.03490713  0.14296074
 -0.08854052 -0.10677078  0.10299441  0.07187492 -0.05646059  0.04587099
 -0.001806    0.00457199  0.04531637 -0.07612925 -0.0173086  -0.05800721
  0.02457229 -0.00495504 -0.06903644 -0.18754213 -0.0306776   0.01384449
 -0.06259972 -0.11664118  0.05496808  0.06220292  0.15907849 -0.03549331
 -0.02981862 -0.08111856  0.1352006   0.11668176 -0.11792401  0.12610576
  0.00751012  0.09327957  0.0763051   0.15353682  0.10501899  0.01220837
 -0.04132357 -0.23260148  0.13501798 -0.13238242 -0.26745676  0.06312052
 -0.08143419  0.08650016 -0.0542579   0.08253892]"
85,silky,"[ 0.2056169  -0.0126908   0.02144169 -0.22536857 -0.09970387 -0.1016768
 -0.02702212  0.19513429  0.07981819  0.05243536  0.03608123  0.05450508
 -0.01571572  0.03190531 -0.03919065  0.12536317  0.04242924 -0.19052582
 -0.03297703  0.04112264  0.1818263  -0.02647044 -0.02685758  0.07647165
  0.03570675  0.00388593  0.00065743  0.01753715 -0.07871633  0.02607213
 -0.15388882  0.10522064  0.13469552 -0.10400338 -0.15107459 -0.02086507
 -0.03882957 -0.02474431 -0.05635517  0.1120589  -0.18688148  0.08546897
  0.03845359  0.21457327  0.10640812  0.03061881  0.16420391  0.04684414
  0.01093266  0.12652088 -0.02858706  0.06269834  0.04984821  0.08753497
 -0.06611561  0.04758492 -0.08040635 -0.03139942  0.02773833  0.03692736
  0.0763972   0.08513022  0.01867214  0.04995617 -0.08756475  0.01818449
  0.00658848  0.087937    0.09014817  0.08094239  0.01528279  0.01099371
  0.00483964 -0.00914064 -0.10994079  0.02933529  0.11553573 -0.04397036
  0.19728219  0.12825557  0.18078027 -0.14828643  0.11029815 -0.02568573
  0.06174537  0.10700745  0.00067002  0.15384787  0.12858315  0.06962594
  0.12849009  0.02592509  0.24887254 -0.25706207 -0.06463405 -0.1337165
 -0.04310301  0.00684869 -0.11419935 -0.04404109]"
384,simple,"[ 2.30357364e-01  4.47212988e-02 -1.65645352e-01 -1.92506192e-02
 -3.78207732e-02 -6.42490147e-02 -9.57515160e-02  1.07101957e-01
 -1.59196132e-01 -7.79728998e-05 -2.29854615e-02  5.56321265e-02
  6.03556310e-02  1.34191957e-01 -3.89151297e-02  6.39754256e-02
 -3.87070149e-02 -1.40624809e-01 -1.66650851e-02  6.66131053e-03
 -6.09659452e-02  9.53493166e-02 -6.76162654e-02  1.99441793e-03
  2.07511503e-02 -2.42067914e-02 -2.09492101e-01  2.49948216e-03
  1.09779389e-01 -1.30141902e-01  2.88016856e-02  1.55653504e-01
  5.37497398e-03  1.98281962e-02 -3.73414076e-02  3.93430511e-02
  4.92062897e-03 -8.23760478e-03 -4.24788033e-02  6.15481990e-03
  4.21397399e-02  9.50336368e-03 -9.66050205e-02  5.49493229e-02
  5.16709302e-02 -2.02271219e-01  1.19677703e-01  1.15847455e-01
 -9.00762955e-02  7.78209058e-02  2.42558971e-03 -1.81441032e-01
  2.94400602e-02  6.27711658e-04 -5.95676008e-02 -4.17889846e-02
 -1.61728585e-02  7.93408454e-03  1.54206053e-01  1.31820851e-01
  1.24263244e-03  3.25781508e-02 -3.72431961e-02 -2.87432264e-02
 -2.86824288e-02 -1.86702361e-01 -2.82685376e-02 -2.69800965e-02
 -1.33032126e-02 -8.30027306e-02 -3.27675587e-02  1.09300023e-01
 -2.11166373e-01  6.85469361e-02  1.98719237e-01 -1.20701909e-01
  2.03901062e-01  7.88147125e-02 -1.59493105e-02 -6.34679996e-02
  1.20900670e-01 -1.93263824e-01 -8.13705493e-02 -1.13127933e-01
 -4.38023200e-02  6.53503863e-02  2.11795394e-01  5.73204286e-02
 -1.28874507e-01  1.12283782e-01  7.13483017e-02  1.46141020e-01
  7.10092382e-02  1.23540688e-01  1.55639473e-01 -1.07209522e-01
 -5.87982776e-02  2.60166887e-02 -5.74209785e-02 -2.24413231e-01]"
549,sinewy,"[ 0.00535714  0.03129716 -0.05381396 -0.02160129  0.00628883  0.15984212
  0.09661574  0.01085638  0.10220635  0.02132053  0.15104952 -0.20994943
 -0.02823481  0.02037635  0.08346481  0.01396454 -0.0373704  -0.06343708
 -0.07422388 -0.05679056 -0.02904572 -0.0082284   0.18068321  0.01246129
  0.04604051 -0.04238285  0.09347255 -0.02986153  0.01832972 -0.05040374
 -0.10822325  0.06422838  0.11814524  0.02039105  0.02499608 -0.04198597
  0.14419722 -0.0964614  -0.05760882  0.04243429 -0.05735648  0.16344834
  0.14820277 -0.01557435  0.13144807  0.04229955  0.13502979  0.03366129
 -0.07052701 -0.00400751 -0.16433765 -0.03401407 -0.04619485  0.08610087
 -0.10281882 -0.21023851 -0.05795915 -0.09729925 -0.10244399  0.09857564
  0.04763783  0.08294298  0.13988544 -0.16051829  0.02255478 -0.09946004
 -0.05531574  0.12379711 -0.04912245 -0.10379632  0.04639084 -0.05840503
 -0.07236197  0.04799796  0.02741411 -0.10272083 -0.04874027 -0.16029045
 -0.10011906 -0.12505389  0.12957391 -0.11781941 -0.05561707  0.0471895
  0.24130783  0.1062413  -0.01814084  0.10063598 -0.10542059  0.29716989
 -0.0412755  -0.18254757  0.15494727 -0.0305818  -0.07063236 -0.1318866
 -0.00836608 -0.10273798 -0.18846157 -0.05173892]"
519,sizzling,"[-5.65001365e-02  4.65111746e-03  1.32358832e-01 -6.89823832e-02
  5.56886323e-02  5.52026339e-02  6.92242521e-02  7.15773884e-02
  1.49499881e-01  6.02434542e-02 -1.13777870e-01  8.62884462e-02
 -1.29013354e-01  4.21168451e-02 -8.79521429e-02 -4.00779124e-02
 -1.36192568e-01  5.52523640e-02 -4.09188026e-03  1.58412865e-01
  9.37298724e-02  1.63101054e-01 -6.12900461e-02  2.91825070e-02
 -3.41713368e-04  1.09243393e-01 -1.39929104e-02 -5.09710574e-03
  6.56436873e-02  1.70858945e-02 -5.36270950e-02 -4.73023348e-03
 -4.61811478e-02  1.33477758e-01 -5.67442660e-02 -1.21361706e-01
  2.73085877e-02 -1.72068289e-01 -4.04599297e-02  2.27944540e-01
  1.26888524e-01  1.54136080e-01 -4.11832762e-02 -1.19062820e-01
  1.11239377e-01 -8.86302802e-02 -1.81306779e-01 -6.06525971e-03
 -8.48801811e-02  1.19571423e-01 -1.27878605e-01 -1.83614707e-01
 -5.33061100e-02  1.04358544e-01 -1.72728343e-02 -9.72833117e-03
 -2.52244458e-02  7.99003931e-02  1.44036355e-01 -4.70242985e-02
 -1.02893767e-01 -8.38991425e-02  1.74672337e-01 -1.29725399e-01
 -1.48532405e-01 -1.36145098e-01  6.91067083e-02  2.05905079e-01
 -1.09611847e-01 -8.50429341e-02 -1.02620252e-01  4.11245043e-02
 -4.29170471e-02 -3.57966058e-01 -1.77445918e-02  6.94525583e-02
  1.01876561e-01 -2.65581158e-02  6.48254017e-02  5.74495287e-02
  1.34072258e-01  4.12759549e-02  3.32694143e-02  2.58980622e-02
  3.20261626e-02 -3.78197153e-02 -8.66682030e-03  3.88188376e-02
 -1.59920591e-01  5.35638022e-02  3.18860142e-02 -9.20571339e-02
  6.85099475e-02  1.46714997e-03 -3.53739002e-02 -6.48389645e-02
 -5.18548963e-02 -1.00918127e-01 -8.46021448e-02 -6.27729063e-03]"
281,slate,"[ 0.08811896 -0.13946979  0.07671489 -0.01999364 -0.02325605  0.01319421
  0.058816   -0.07017005  0.06185208 -0.01982033  0.06009895  0.06449302
 -0.08314468  0.10369702  0.06300499 -0.01770182  0.00553623  0.17762841
 -0.05178849  0.02891032  0.06844193  0.14110037 -0.02212415  0.07018255
 -0.04134226 -0.06898963  0.06378027 -0.06561342  0.06926973  0.02850267
 -0.01186348  0.01831704  0.06053661 -0.05893104 -0.16035974  0.07235333
  0.07365629  0.09526401  0.07915326  0.03030332  0.16173273  0.22898174
 -0.1445391  -0.11465593  0.1319471  -0.19081061 -0.10240406 -0.02013569
 -0.07432403 -0.10413968  0.01543201 -0.18197496 -0.11403071 -0.02259231
 -0.324941   -0.09708216  0.06655876  0.09059734  0.10551767  0.05188602
  0.05233618 -0.15500783  0.02993319  0.05038799  0.12831831 -0.0058796
 -0.14027257  0.04656412 -0.10661056 -0.11616647 -0.02875026 -0.021006
 -0.01257174  0.04904251  0.00183521 -0.0239578  -0.00935159 -0.17439976
  0.19181847 -0.03821364  0.22692101 -0.09602178  0.02904037  0.06942228
 -0.01866641  0.07826294  0.15466021 -0.06429545  0.02243151  0.13523828
  0.11193746  0.16121255  0.08722614  0.02880028  0.00120893 -0.05028295
 -0.16081491 -0.01357635  0.18256517 -0.02169875]"
306,sleek,"[ 0.13679417 -0.01766641 -0.02449291 -0.18652415  0.0300606   0.20701832
 -0.10827103  0.14768987 -0.00655771 -0.02203644  0.19812186  0.11043041
  0.11804299 -0.15856155 -0.12991829  0.05717974  0.02322877  0.03020207
 -0.15614858 -0.11946301 -0.14111561 -0.08225961 -0.04591569  0.04837937
  0.03186232  0.05346688  0.04499748  0.09049144 -0.17928527 -0.08902338
 -0.07483654  0.10252155  0.03811894 -0.00993185  0.09530402  0.15480063
  0.00508057 -0.00388156 -0.17826563  0.03330369 -0.06762435  0.06534485
  0.01808601  0.0480991   0.04759195 -0.11760257  0.24220647 -0.13772572
 -0.01886916 -0.07193512 -0.09569639  0.02409439 -0.05692884 -0.09561632
  0.0499542   0.08747257 -0.08278811  0.04976202  0.04658833  0.10077856
 -0.06331892 -0.011283    0.21757503  0.06629775 -0.01577661  0.03267109
  0.02794926  0.04888118 -0.05551416 -0.14670493 -0.06784856 -0.06763769
 -0.05563961 -0.05168919 -0.18075333  0.01749318  0.08689068 -0.03207052
  0.04240302 -0.00425098  0.06854789 -0.07303216  0.18216267  0.26349073
  0.20285169  0.01011549 -0.01009387  0.06909508  0.12875452  0.06281177
  0.16980691  0.04645754  0.10832441  0.07432139  0.04103638 -0.00521269
  0.02171747 -0.0708274   0.04611855 -0.05695019]"
514,slick,"[ 0.12797105  0.18769995 -0.13156639 -0.09642472 -0.06627499  0.18684767
 -0.12425158  0.03509392  0.08216991  0.05438841  0.02448696 -0.01172805
 -0.16993574  0.12698508  0.05045885  0.03744068 -0.09827491  0.02411454
 -0.12866816  0.13120829  0.03589368  0.04166388  0.09914629 -0.1830709
 -0.02013388  0.07005176  0.17221804  0.10357959 -0.03761734 -0.13516173
  0.193537   -0.08518273  0.01239532  0.05389185  0.20497714 -0.01706854
 -0.06311653  0.07686046 -0.01390937  0.06922097 -0.02770271  0.34513796
 -0.07112607 -0.00425687  0.04314165 -0.06343405  0.01756057  0.06229529
  0.11132412  0.10863598 -0.00659312 -0.11001347  0.02182317 -0.11201168
 -0.10023253  0.02946457 -0.10995379  0.01765296  0.07801832  0.08754859
 -0.06337437  0.10633458 -0.00949302 -0.0256305   0.06685511 -0.11867475
 -0.1769975   0.09593054  0.02134594 -0.02086584 -0.14814886  0.06489749
 -0.03461168 -0.04163046 -0.09895053  0.01716642  0.13800505  0.07407443
  0.10049275 -0.11593169  0.13522618  0.16455706  0.04149916  0.16223418
 -0.10250528  0.08413708 -0.10608152  0.15881312 -0.07043374 -0.03936726
 -0.04001662  0.05219445  0.07219082 -0.02370463 -0.07342985 -0.01339776
 -0.07989477  0.00563627 -0.00853427  0.06922574]"
41,smoke,"[ 0.0278352   0.07243772  0.1304108  -0.03202781 -0.10024273  0.12433659
 -0.10072159  0.19729481  0.07047544 -0.07787172 -0.11482709  0.03847626
 -0.08424262  0.09334613  0.03881563 -0.07986523  0.07158411  0.0477505
 -0.06056516  0.03852467 -0.0397749   0.00418767 -0.02682855 -0.0884014
 -0.06346434 -0.11702359  0.15302645 -0.06336024 -0.1445111  -0.01236287
  0.05171097 -0.08806828 -0.05847796 -0.01970398 -0.18846716  0.07755422
  0.02153301  0.03043405  0.15018973  0.18407936 -0.03394689 -0.04251741
 -0.16727248 -0.10460451  0.09100389 -0.04228266  0.05456382  0.08688155
  0.03120282 -0.01847404 -0.1096169  -0.24251569 -0.12798008 -0.01854899
 -0.09343462 -0.0253545   0.02013703 -0.07894915 -0.04006899  0.17940529
 -0.01363185 -0.09640146  0.24020988  0.11855386  0.00932733 -0.08314957
  0.11176656  0.17643325 -0.05616175 -0.01865153 -0.10524992 -0.04783794
  0.05880067 -0.02885173 -0.03543343 -0.04785095  0.08339421 -0.0478952
  0.02955544 -0.1357407   0.1594546   0.03808849  0.03194193 -0.1562171
  0.0175158  -0.01367036  0.14659829  0.13299247  0.17298755  0.07380143
 -0.02807879  0.03766168  0.21275881 -0.0134122  -0.27702471 -0.04168669
  0.01067594  0.07642994 -0.06148124 -0.00465945]"
390,smoked_bacon,"[ 0.0329942   0.07150658 -0.03948916  0.09869761 -0.04974181 -0.0073359
  0.00655494  0.14980231  0.01209519 -0.00307557 -0.18693342  0.05690097
 -0.13258584  0.09114544  0.10096372 -0.02042625  0.09882172  0.14088955
 -0.03812857  0.05314557  0.0674685  -0.03223117 -0.1628267  -0.09103512
 -0.03477537  0.03489718 -0.05731007 -0.09726808 -0.02931234 -0.12691367
  0.0480112  -0.06614928  0.01243051  0.07836467 -0.18612213 -0.00385331
 -0.03797688  0.19116457  0.0149977   0.17994204  0.14919786 -0.13160677
 -0.05411545  0.01857107  0.17801148 -0.22069755 -0.01383729 -0.12366619
  0.10069252  0.01424248 -0.00294319  0.05736063 -0.0799321   0.20421424
 -0.1162887  -0.12998648 -0.05620919 -0.00559311 -0.08325083  0.16190738
  0.02240783 -0.06925886  0.12198155  0.10389174 -0.13208482 -0.04469478
  0.14870373  0.09690954  0.01941294 -0.08645924 -0.15981364 -0.14349121
  0.11684028 -0.12119324  0.04793536 -0.07550101  0.02144853  0.03899732
  0.12769969  0.16512498 -0.06222381 -0.04344221  0.18520971  0.03803894
  0.02352296 -0.08442755  0.08399547  0.05014861 -0.10430313  0.1149465
  0.10931569  0.1030092  -0.03736554 -0.17197158 -0.08535376  0.06502312
  0.01879401  0.00046961 -0.13710198 -0.07707763]"
250,smoked_meat,"[-0.0134913  -0.02619233 -0.06201122  0.12076991 -0.03089899 -0.15252186
 -0.1385843  -0.00856293 -0.05757946 -0.09184402  0.01963025  0.05641564
  0.06725226  0.03312129  0.03520486 -0.07205911 -0.02750516  0.03875284
 -0.0712858  -0.12639889 -0.01166773  0.04880586 -0.06473193 -0.08115128
 -0.10964813 -0.05125939  0.13598176 -0.11653341  0.00378613 -0.0671983
 -0.00715838 -0.00944568  0.09449537  0.12145587 -0.12861091  0.06089365
 -0.03497878 -0.01591733 -0.07242136  0.04470039 -0.03341417 -0.12659928
 -0.0863101   0.171888    0.05678817 -0.18221849 -0.02710181 -0.06777122
  0.02584293 -0.08522079 -0.03537956 -0.16834002 -0.04338242  0.2810891
 -0.11080167 -0.10314565 -0.02333828 -0.03561335  0.28936171  0.09112723
  0.01416441 -0.13546023 -0.03614773  0.03224522 -0.09625266 -0.05603284
  0.13139329  0.1442364  -0.09207781 -0.0798513   0.04403498 -0.03585228
  0.03403077 -0.12122208 -0.02496943  0.12615482  0.1169753  -0.1388592
 -0.10354643  0.1034154   0.11127953 -0.01084381  0.15698188 -0.1576293
  0.1701153  -0.03004861  0.11161608 -0.02473743  0.09453647 -0.12739828
  0.09926111 -0.15177424  0.04981553 -0.03225549 -0.21679135 -0.10273458
  0.09863681  0.06013575 -0.0858194  -0.13093855]"
32,smooth,"[ 0.06954899  0.08182599  0.08346705  0.00409109 -0.12509736  0.15819725
 -0.13477343  0.14705558  0.17362219  0.18718417 -0.07128294 -0.05828863
 -0.03275517 -0.15117888  0.06200424 -0.1326834   0.0789051  -0.17081484
  0.00557032 -0.04193943  0.07667058  0.04371776 -0.00153713  0.05214755
 -0.03288418  0.03911918  0.08791546  0.10254051 -0.14322128  0.00433018
  0.02822109  0.04772082  0.05186888 -0.00186033 -0.09793728 -0.08855021
  0.10305657  0.02336809 -0.1096879   0.03172976  0.01303611  0.00973077
 -0.10688571  0.10492469  0.14299938  0.03023629  0.15618463  0.16427124
  0.09188394  0.13224475 -0.01026076 -0.03898036  0.02453799  0.037876
 -0.08452496  0.11448723 -0.20877599 -0.06558051  0.0351765   0.11167472
  0.15982799  0.16029244  0.00057994  0.12327568 -0.07692345 -0.07412126
 -0.03004432  0.04530154 -0.00876678 -0.0051068  -0.04503474 -0.03311899
  0.04144453 -0.04863527 -0.19206607 -0.00740697  0.21098988 -0.0623758
 -0.01302889 -0.03383218  0.05920721  0.00387471  0.0605696  -0.03018056
 -0.08344641  0.02266832  0.00652038  0.15898682 -0.04214792 -0.05835572
  0.10615807  0.13120231  0.2668582  -0.20346061  0.01432574 -0.12001936
  0.12652168  0.0945984  -0.150797   -0.11977165]"
156,snappy,"[-0.09433984  0.10341846 -0.22401599  0.03899767  0.02532141  0.11287099
 -0.04119329 -0.14972688  0.03758577 -0.0127663   0.02119341 -0.19285255
 -0.13170126  0.06136666  0.04825576 -0.06598823  0.02433069 -0.06194398
 -0.17194631  0.04059503  0.08022685  0.06051713 -0.07809106 -0.00354978
 -0.04214751 -0.01216923 -0.1908753  -0.12363072 -0.09765122  0.06653564
 -0.00782466  0.06717877  0.05515671  0.14571853  0.02069416 -0.02107795
  0.02428044 -0.18792886 -0.04089715 -0.00713098  0.05807922  0.08946102
  0.13821035  0.07386733  0.10615849 -0.27431182  0.02344467  0.09417831
  0.10064252 -0.04725068 -0.19610111  0.0148668   0.05795059 -0.01144564
 -0.03624567 -0.01812672 -0.0773193   0.14814747  0.06419644 -0.06890176
 -0.09432787 -0.00328087  0.11522514 -0.07051707 -0.06632625 -0.14655908
 -0.20495538 -0.02654875 -0.22066273 -0.05893174 -0.07419339 -0.04976637
  0.15291262 -0.03056817 -0.16611326 -0.104262    0.10423508  0.02835011
 -0.03391544 -0.13020262  0.12712157 -0.04780408  0.01868281  0.04916213
  0.01125868  0.21158112 -0.0064696   0.0091863   0.02754276 -0.06483658
 -0.04135781 -0.01671213  0.11221589 -0.04430724 -0.16750721 -0.00218207
 -0.1671991  -0.1012019  -0.05103469  0.08658637]"
439,soapy,"[-7.50892770e-03  2.17337610e-02  5.76371709e-02  1.18853671e-01
 -9.13354991e-03 -1.59593136e-01 -2.37973046e-01 -2.82181982e-02
 -8.32341042e-02 -7.95168132e-02 -2.63506108e-02  4.03843422e-02
 -4.07113616e-02 -1.01128197e-01  7.42538446e-02  7.56947739e-02
  5.15668731e-02  2.42960092e-02 -1.31906345e-01  4.16132198e-02
  1.93483077e-01  6.43027462e-02  7.08559086e-02  8.54721433e-03
 -2.78017595e-02  1.01358133e-01 -4.54122656e-02  5.04785116e-02
 -1.09012431e-01 -1.29520125e-01 -1.63601679e-02 -8.85200663e-02
  1.15616690e-01 -6.22128878e-02 -9.14223636e-02 -3.35859153e-01
 -1.56471123e-01  9.27483251e-02 -1.32016203e-01  3.81692967e-02
  1.33722835e-01  1.34997700e-01 -3.26023022e-02  1.55732774e-01
 -4.87054533e-03 -4.95076728e-02  6.30917524e-02  4.51644462e-02
  2.25671496e-02 -7.26545153e-02 -1.41599404e-01 -1.45855766e-01
 -2.39109949e-03  7.30096380e-04  1.94453916e-02  3.33202120e-02
 -8.00431101e-03  5.92160615e-03  1.19579246e-01  1.35516332e-01
  5.47476478e-02 -1.02645772e-01 -3.03489341e-02  2.02785247e-01
 -9.64272935e-02 -1.50686967e-01 -1.45590063e-01 -1.41525314e-01
  1.21932253e-02 -9.99223134e-02 -9.55075514e-02  7.14154183e-02
  1.59151149e-01 -8.72119887e-02  1.91937400e-01 -3.24668957e-02
  3.07449342e-02 -3.16978891e-02  2.55816043e-01  3.19329343e-02
 -8.62283756e-02 -6.75320629e-02  1.40401185e-01 -1.67543796e-02
 -3.85090903e-02  8.28738719e-02 -5.91700744e-02  4.89200598e-02
 -1.84293321e-02 -9.54717836e-03 -5.11887569e-02  3.35756959e-02
  1.71726067e-01 -8.03011489e-02  1.07640482e-02 -8.61747240e-02
  2.59878237e-02  5.52637253e-02 -8.48232141e-02  1.33140332e-04]"
10,soft,"[ 0.18710957  0.04695125  0.07135919 -0.02626616 -0.04167088  0.05234325
 -0.13270353  0.10002038  0.00673426  0.10867855 -0.12849462 -0.07592062
 -0.10301148 -0.04997814  0.02923804  0.09185893  0.09911236 -0.00739817
 -0.05043215 -0.021529    0.20382236  0.00690411  0.11134918  0.09733372
 -0.05252432  0.03020534 -0.01506395  0.09929396 -0.21642773 -0.05205375
  0.17804011  0.12652369 -0.06333128 -0.0679301  -0.17879857 -0.06367312
  0.07526365  0.04766751 -0.21801942 -0.01362341  0.03681995 -0.00328664
 -0.10045836  0.12941331  0.17810955 -0.02174105  0.26389013  0.14899436
  0.06453841 -0.04522335 -0.06529686  0.01095118 -0.06286125 -0.08058354
 -0.03637396  0.04097011 -0.09472719 -0.03279532  0.01678971  0.06938293
  0.03568974  0.01400317 -0.06635977  0.22793279 -0.11384889  0.01554039
  0.03405318  0.0393453   0.01240934 -0.07292418  0.0668031   0.12788571
 -0.01254768 -0.04742876 -0.11216639  0.06489627  0.13044952 -0.11419607
  0.10985363 -0.17092022 -0.03135745  0.01471409  0.09666607 -0.14519138
 -0.02001369  0.03247538  0.03993765  0.20440456 -0.07932835 -0.06836809
  0.04242453  0.0793871   0.16967571 -0.18973747 -0.01931292 -0.13899018
  0.05758943  0.01475255 -0.11182455 -0.05173702]"
327,soil,"[-0.07933644  0.06349874  0.09430611 -0.1220025   0.12732597 -0.01951235
  0.00764909  0.06901365  0.0818535   0.110109   -0.00253186 -0.08691156
  0.07525301 -0.12748478  0.15991726  0.12150649 -0.06225434 -0.11631572
 -0.09334888 -0.09016612 -0.08636985  0.11586104 -0.1322622  -0.0936143
  0.00415109  0.12937965  0.16368307 -0.11637446 -0.02712424  0.00154241
  0.01757745  0.10213359  0.06458866  0.01190395 -0.10736133 -0.11281751
 -0.09137135  0.09934676  0.00912691  0.11793213 -0.07280774  0.08392023
 -0.10714378 -0.09811107  0.03163407 -0.19340486  0.06147551 -0.05667852
 -0.18038444 -0.05927607  0.1990416  -0.18623003 -0.10163975 -0.04072551
 -0.09346419 -0.19299369 -0.05232532  0.06779319  0.06832619  0.01189633
 -0.11145346 -0.10963691  0.05696133 -0.01034519 -0.01973839  0.02777036
 -0.23364959  0.02349114 -0.06551543  0.02805535 -0.02311478 -0.17118422
 -0.07043426  0.05772059  0.08075704 -0.05889971 -0.00999146 -0.11153396
  0.14532178 -0.09924886  0.10435478 -0.16762944  0.00142494 -0.03340058
 -0.13124841  0.11587845  0.05279088  0.24548435  0.01407358  0.1206167
 -0.11281533  0.11382912  0.0618584   0.02097451 -0.0932945  -0.01977428
  0.00872662  0.10803792  0.05420061  0.05193808]"
