,word,vector
540,cranberry_pomegranate,"[ 0.02292747 -0.14351938  0.00101506 -0.0105175   0.00430238  0.1878037
  0.11769098  0.15539686 -0.10560144 -0.09938585  0.28980962 -0.00343931
  0.00854538 -0.01585471  0.01900067  0.12827256  0.00669625  0.02231251
  0.05496722 -0.02352547  0.08590381  0.01249551 -0.08976323 -0.17857927
  0.02020562 -0.14597687 -0.03641705  0.0934907  -0.09527197  0.03451562
  0.02234338 -0.04329002  0.06463697  0.07153585  0.02376439 -0.06664679
  0.01275586 -0.13234168 -0.03100963  0.13911097 -0.12369923 -0.03554055
  0.11911175  0.04410761  0.00924964 -0.13176442  0.06995957 -0.14342513
  0.10572867 -0.14183236 -0.17594036 -0.06189438 -0.04487572  0.14887025
 -0.03350482 -0.00896289  0.05168036 -0.03916907 -0.1423248  -0.09693543
  0.11509212 -0.0369519   0.07781506 -0.020097   -0.11541963  0.10243003
 -0.02977971  0.16693976 -0.20999652 -0.07286238 -0.04497939  0.00452221
  0.05824938 -0.03155391  0.02125412 -0.06913962  0.01261308  0.11266761
  0.05539605 -0.09586101  0.1152971  -0.15540157  0.00173353  0.11276421
  0.04546712 -0.00821221  0.06457335  0.07369646 -0.12767645 -0.17442533
  0.10404401  0.10846655  0.25632836 -0.01789115 -0.2192021  -0.10233814
 -0.01921061  0.09638879 -0.07285767 -0.05923426]"
40,cream,"[ 0.04165953  0.11778751  0.10530336 -0.00228964 -0.10773468  0.09777872
 -0.22441956  0.28265589  0.12997641  0.06025244 -0.09548581 -0.02205581
  0.06243001 -0.08642949 -0.05989258  0.00326886  0.04387724 -0.07884027
 -0.05899756  0.0882426   0.08963126 -0.09600714  0.09935654  0.04109761
 -0.03080948 -0.09354352 -0.03669955  0.14972684 -0.23922893 -0.03371922
  0.0898481   0.10253064  0.06711734 -0.02012459 -0.07409758  0.08012282
  0.10169098  0.07152324 -0.11280031 -0.01769973  0.09672684  0.0072183
 -0.2165443   0.12491077  0.05582347  0.05322606  0.03389915  0.2385692
  0.04816504  0.05840703 -0.10390546 -0.07470195  0.01789211  0.07748851
  0.04399028  0.08191748 -0.17547945  0.07604448 -0.06463527  0.08502698
  0.02313121 -0.19680771  0.07881258  0.08037656  0.02427444 -0.02190125
 -0.17905031 -0.00096021 -0.06265146 -0.03651593 -0.04396029 -0.00081876
  0.05288005  0.01181843 -0.15983965  0.12898912  0.16461002 -0.1206525
  0.00351056 -0.09842923  0.04420296 -0.07804674  0.02785637 -0.10090207
 -0.0584993   0.04888013  0.0185846   0.08312622 -0.06139197  0.02683125
 -0.0186312   0.06203786  0.22843332 -0.21523868  0.027628   -0.01925402
 -0.04731615  0.03611225 -0.12737439  0.05427794]"
510,creamy,"[ 1.38055241e-01 -8.07843034e-02  8.17430720e-02 -8.48027081e-02
 -1.52461544e-01  1.10369870e-01  6.50451388e-04 -6.17427137e-02
  6.65167371e-02  7.51952029e-02 -1.48554624e-01 -2.26683114e-02
 -3.12652695e-02  1.05335716e-02 -1.19258918e-01  9.71081434e-02
  6.31424663e-02 -3.08391502e-02 -1.51995786e-01  4.57929669e-02
  6.19954124e-02  4.26045040e-02  1.91037734e-01 -7.74075552e-03
 -7.54825857e-02 -9.44746266e-02 -6.20325740e-02 -9.47570546e-02
 -1.21927119e-01  1.39764674e-01  1.11796874e-01 -4.32758897e-02
 -1.09914021e-01  5.54500208e-02 -9.48908363e-02  1.25212202e-01
 -7.90277997e-02 -4.39794821e-02 -2.05367236e-02 -1.41164426e-01
  5.47761576e-02 -4.89318810e-02 -1.83228849e-01 -1.28588950e-01
  2.52128881e-01  1.06339078e-01 -1.39135404e-02  1.18116819e-01
 -2.31749475e-02  7.27747458e-03 -1.42527017e-02 -1.42244589e-01
 -3.60591124e-02  1.01552667e-01 -1.62856875e-01 -1.38327759e-01
 -7.83787109e-02 -6.73664983e-03 -6.72104197e-02  8.99632118e-02
 -9.75169207e-02  4.09718722e-02 -1.09963570e-01 -2.91346727e-03
  3.01355577e-01  1.60022685e-02 -1.46756004e-01  1.12656545e-01
  1.04835273e-01  7.07011301e-02  2.90380526e-02 -2.23556587e-02
 -6.13388913e-02 -4.97395259e-02 -8.19586091e-02 -4.16853744e-02
  6.02289990e-02  8.40569992e-02  9.31491972e-02 -5.14861198e-02
  9.99002162e-02 -1.78888377e-02 -2.00216642e-01  1.01178574e-01
 -9.35282453e-02  9.94691420e-03 -8.56475145e-02  4.25970717e-05
  1.11819171e-01  4.19752347e-02  5.68150892e-02 -1.28222289e-02
  1.49255739e-01 -2.50196479e-02  5.36613105e-02 -2.25355207e-01
 -1.25316254e-01 -3.21199857e-02 -1.07793334e-01 -5.76153018e-02]"
15,crisp,"[ 0.1057536   0.0737558  -0.02552418 -0.17539795 -0.00152568 -0.05539985
 -0.10396601  0.10844519 -0.09022203  0.0923467   0.03237114 -0.0086892
 -0.02623921 -0.08712695 -0.03636155  0.04449353  0.03954345 -0.09766349
 -0.0667025  -0.02339388  0.10559527  0.08991558 -0.11597348  0.11107039
 -0.10798553 -0.2263748  -0.01775277 -0.02605024 -0.04835727  0.06540012
  0.05009787  0.13728662  0.10377193 -0.14399262 -0.16068867  0.12730167
  0.10921641 -0.14139806 -0.12088679 -0.01968388  0.12901775  0.12714334
 -0.08189188  0.08587564  0.05175828 -0.01962003  0.09117711  0.06277492
  0.04878578  0.04837872 -0.2145512  -0.04966732 -0.14927366 -0.03395903
  0.02562939  0.00711    -0.05126797  0.01796473  0.14581596  0.01742079
  0.06748904  0.03324757  0.15291523  0.06584957 -0.07515012  0.046466
 -0.02768358 -0.04763968 -0.02791137 -0.1477108  -0.09059997 -0.01565057
  0.22268216  0.10709173 -0.097735    0.12916587  0.18708366  0.0928983
 -0.04369678 -0.00147808  0.13228138 -0.03275369 -0.00060589  0.02142141
 -0.00112562  0.09542135  0.08546705  0.12681647  0.04523819  0.15406439
  0.06023655  0.0982917   0.23534849 -0.18049002  0.07587537 -0.16274184
 -0.17081663 -0.07721861 -0.03878092  0.06210585]"
435,crunchy,"[ 0.16388101  0.00248113 -0.09192549 -0.10588762  0.09323852 -0.00506372
 -0.02476973  0.23538526 -0.13203942 -0.02919379  0.08780156  0.06919626
 -0.17109043 -0.06513485  0.16561269  0.07269767 -0.10606432 -0.07480449
 -0.01964566  0.03466609  0.04481419 -0.04444719 -0.00493296  0.02281731
  0.01205375 -0.09919472  0.07966514  0.00225805 -0.05922215  0.10870125
  0.07159668 -0.1126947  -0.0812038  -0.11812351 -0.12194842  0.1702477
  0.0238343   0.05164845  0.01707397  0.00850613  0.00590998  0.04321844
  0.09146335  0.02335068  0.16098855 -0.05404344 -0.00725726 -0.10483557
  0.21241137 -0.00684025 -0.12068432  0.06922888 -0.13544568  0.07510624
  0.23609751 -0.24775164  0.02314652 -0.02173699 -0.02056858 -0.0405951
 -0.06243811  0.01339587  0.16631949  0.08103253  0.01323303 -0.16880147
  0.02872349  0.03217596 -0.07412759 -0.05855884 -0.09146607  0.16661037
  0.07971135  0.03155343 -0.05276303  0.03211616  0.11230596 -0.1406407
  0.03864323 -0.07604412 -0.112238   -0.09943666  0.02980544  0.03982577
  0.09928714  0.07579945  0.04872608 -0.0009074   0.0371671  -0.173866
  0.15501332  0.12667314  0.2239323   0.02223094 -0.03350258 -0.0675543
 -0.1611435   0.15534498  0.06388706 -0.04493652]"
506,cucumber,"[-0.07161509  0.11139514  0.01477876 -0.1350306  -0.02101228 -0.03494057
 -0.18522126  0.04832367 -0.09242944 -0.06931921 -0.05916548  0.23835001
  0.08359911 -0.05140855  0.05198654 -0.03386258  0.0882184  -0.10147995
 -0.06367468 -0.03941537  0.10034462  0.19632912 -0.18825339 -0.17651937
  0.04996818 -0.03945436  0.06700039  0.15727614 -0.10245243  0.22563892
 -0.09347761  0.00105485 -0.17297348  0.02448638 -0.07995459  0.10969559
  0.08010138 -0.16374636 -0.02851851 -0.01674299  0.00942758 -0.09439963
  0.10255564 -0.03561489  0.12853974 -0.20921681 -0.11963601 -0.00280025
 -0.00068122  0.07671145 -0.05388334 -0.03082357  0.10002122 -0.00911657
 -0.05261498 -0.0379704  -0.01817786  0.16035185  0.12163603  0.09686524
 -0.0043014  -0.16545738  0.0678536  -0.00228426 -0.03306671 -0.06018154
 -0.10829879 -0.03419515 -0.22476506  0.09239732 -0.04553008  0.08743858
 -0.03938784 -0.0489934  -0.10048453 -0.13180122  0.03438781 -0.03293597
  0.04329842 -0.01675812  0.14370037 -0.01586844  0.06741094  0.16634271
 -0.01507394  0.07436511  0.03320661 -0.0266974  -0.1142369   0.13241132
  0.07384217  0.01688244  0.05605996 -0.15505594 -0.06199348  0.00964822
 -0.07408988 -0.07660366 -0.22268248 -0.00044103]"
214,cured_meat,"[-3.06267564e-02  1.42642429e-02 -7.80757090e-02  3.76669694e-02
 -8.43868476e-02  6.66582344e-02 -5.33547371e-02  1.19922893e-01
 -4.15122037e-02 -6.92620717e-02 -7.26850621e-02  1.03196405e-01
  1.48016186e-02  2.47454621e-03 -4.95263926e-03  3.80835833e-02
  7.26878771e-02 -5.45398350e-02 -8.72806257e-02 -2.80530391e-02
 -5.21499346e-02 -3.32080740e-05 -8.44515917e-03  9.05431634e-03
  2.34075119e-02 -1.00814950e-01  5.42695989e-02  8.85895817e-02
  3.88436223e-02 -3.86015358e-02 -5.83484748e-02 -4.02285823e-02
  4.89014716e-02  6.05385131e-02 -1.23872281e-01  9.57761726e-02
  4.80766886e-02  7.69103159e-02  1.43481287e-01  7.52241553e-02
  1.33865386e-01 -2.57532175e-01 -6.93887449e-02 -3.94769882e-02
  1.66400685e-02 -1.94344785e-01 -3.62623047e-02 -5.03821402e-02
  6.10114262e-02 -6.76209505e-03 -5.52463897e-03 -4.24158056e-02
 -3.73713987e-02  1.60545569e-01 -1.94142108e-01 -5.94660136e-02
  3.54994508e-02 -1.09915713e-01  2.11333064e-02  1.21198069e-01
 -1.89213114e-02 -5.69044007e-02 -5.52126102e-02  1.06833332e-01
 -1.35700739e-01 -1.70533045e-01  4.01216138e-02  1.03621464e-01
  3.51616557e-02 -8.45529302e-02 -1.36162393e-01 -6.87976034e-02
  1.23751237e-01 -2.33647246e-01  1.16392934e-01  1.36570562e-01
  2.55558888e-01  2.14311291e-03  3.21806138e-02  8.00799600e-03
 -1.00874064e-01 -2.35282737e-02  1.43596700e-01 -1.12761637e-01
  3.13276812e-01 -7.98941727e-03  1.41094201e-01  2.35454449e-01
  1.51166125e-01  3.41736050e-03  2.07107810e-01  2.49962749e-02
  1.05389258e-01 -3.85255319e-02 -2.84620527e-02 -5.96574308e-02
  1.96681201e-02 -4.93687549e-03 -4.96699555e-02 -8.59294453e-02]"
65,currant,"[ 0.0296477   0.03323186  0.14229729 -0.10892767 -0.02571619  0.02138537
 -0.02004881 -0.04414491  0.12963314 -0.02953149 -0.10345551  0.02270291
 -0.07188601  0.13100647 -0.08184999  0.03144147  0.05314967  0.09806787
  0.04200464 -0.01370406  0.0807302   0.07075777 -0.24323857  0.05711752
 -0.12973033 -0.03483547  0.03950815 -0.05415537 -0.12539486  0.08068372
  0.18425333 -0.05982191 -0.0589134   0.00553428 -0.31375125 -0.05323419
  0.07366499  0.03073199 -0.12929932  0.05994022  0.03246618 -0.00890758
  0.00648208  0.1368378   0.06244601 -0.18362371  0.16056036 -0.05589209
  0.0024863   0.07930195 -0.01144125 -0.03137513  0.05756543  0.02817507
 -0.16795094  0.08473608  0.08630378  0.1054162   0.07907799 -0.06328268
  0.01791277 -0.00904829  0.08721228 -0.0622305  -0.10601623 -0.00969777
  0.17046095  0.15668548  0.10377244 -0.02566633  0.02668217  0.06200232
  0.01455637  0.23024483 -0.07911602 -0.02406609  0.10399217 -0.12166365
 -0.05302713 -0.04771132  0.12954441  0.05411311  0.13101914  0.02943684
  0.1183212  -0.09526629  0.1030076   0.14093664  0.05130308  0.02729234
  0.01932539 -0.02354254  0.13996053 -0.00200721 -0.22617134 -0.18931983
  0.00998511  0.21760604 -0.04173504 -0.0657293 ]"
451,custard,"[ 0.10742188 -0.02707854  0.02743958 -0.05753988 -0.05515973  0.08372385
 -0.09767591  0.21818057  0.00628475 -0.17940825  0.15161911  0.08668582
  0.05109852  0.05292446  0.16217917  0.00876034  0.1715227  -0.10666069
 -0.12019421  0.00264691  0.07809657 -0.03980947 -0.02677038  0.06020979
 -0.05576454 -0.06397664  0.0222044   0.00068369 -0.00965629 -0.12550414
 -0.051931    0.09884414 -0.08008808  0.0355413   0.04221032  0.08128851
  0.03376826 -0.1031744  -0.03558959  0.11226727  0.04498832  0.00895857
 -0.08930743 -0.08047672 -0.11656764  0.00517355 -0.03922766  0.15760054
 -0.01851689 -0.09967891 -0.10166812 -0.28573319  0.14483281 -0.00722531
  0.01901707 -0.00869457  0.0184479   0.114813   -0.0649195   0.04903343
  0.01427079 -0.37686885  0.02680258  0.0208407   0.17641639 -0.06823792
 -0.06668334  0.15137075  0.17211602 -0.04788819  0.05799981  0.02852273
  0.1490113   0.04725579 -0.12131645  0.11092887  0.05986944 -0.05243693
  0.04666247 -0.0368889   0.08051122 -0.0485045   0.13912274  0.12609055
 -0.05241853  0.0943207   0.05764337  0.02106193 -0.11161187 -0.06727206
 -0.12953775  0.04894144  0.17659116 -0.04978771 -0.0560267  -0.16997733
 -0.07620855  0.05705005  0.00335774 -0.04635892]"
346,cut_grass,"[ 0.08381171  0.04771746  0.07782327  0.0646394   0.16496853 -0.09387867
 -0.10271875  0.08614166  0.11765339 -0.07344854 -0.11439059  0.16142055
  0.17247122 -0.14921376 -0.10391468  0.04315262  0.09162609  0.04922728
  0.03754218  0.12722076  0.14584043  0.1832544  -0.00855669 -0.03961128
  0.01079269 -0.10055239  0.0553992  -0.09992459  0.1435348   0.00947961
  0.02085235 -0.09713705  0.01208631  0.06836864  0.01414657 -0.13180107
 -0.01931666 -0.10068282 -0.09969911 -0.08443067 -0.0471405   0.15597591
 -0.17875146 -0.0272188   0.09904257 -0.22333432 -0.03103425 -0.003437
 -0.1926206  -0.06255925 -0.02445558  0.03524319  0.01810173  0.15252299
 -0.06014088  0.00307845  0.04119184 -0.01570746  0.07027858  0.14506894
 -0.01547004 -0.13764804  0.18334724  0.05940255  0.07408961 -0.07089312
 -0.08638482 -0.13111137 -0.14309047 -0.114101   -0.13645212  0.10637947
  0.20313851  0.11824804  0.11759592 -0.00593429 -0.02524034  0.08233726
  0.0609389  -0.04918086  0.03920453 -0.09921057 -0.01259784  0.06807463
  0.02191033 -0.01357337 -0.05218282  0.06805916 -0.10755549  0.08414109
 -0.0224108  -0.02020354  0.12669243 -0.27011007 -0.01970683 -0.04482381
 -0.01023562  0.08479542  0.00696486  0.12920586]"
538,dainty,"[ 0.16337266  0.203109   -0.17821502 -0.04226768  0.01932709 -0.00930062
 -0.07209217  0.06698122 -0.127934    0.0807231   0.09708273  0.19226951
 -0.09841448  0.0643101   0.1471579   0.0421406   0.13121253 -0.06481586
 -0.11161249  0.15230443  0.04548267  0.07419653  0.0239089   0.08131019
  0.01576035 -0.05595111 -0.0243679   0.01385498  0.02324328 -0.01342318
  0.00774624 -0.22270651  0.09157531 -0.02967963 -0.22956855  0.16452904
 -0.09797734 -0.03127315 -0.08023514  0.04348251 -0.09772319 -0.06982515
  0.06304697 -0.02489805  0.18227633 -0.08331543  0.14498491 -0.03072673
 -0.02003947 -0.08458618 -0.20190179 -0.1252705  -0.09582723 -0.12784504
 -0.13124811  0.00667093 -0.01604042  0.12333134 -0.09507241  0.04642557
  0.08326969 -0.09101109  0.1624806  -0.01720265  0.07460571 -0.04055216
 -0.05406023 -0.15789827 -0.03008373 -0.14370654 -0.10737327  0.04800384
 -0.05405261 -0.12440385  0.02996174 -0.15171735 -0.04364009  0.02610882
  0.04100709 -0.03314878  0.05803768 -0.06885176  0.09820099 -0.11473853
  0.0742067   0.01338176  0.0349202   0.06502172 -0.0946251   0.1476052
 -0.0156414  -0.14033651 -0.01628389  0.14650981 -0.10028248 -0.17777788
 -0.0104232   0.06213712 -0.11255538  0.00935094]"
24,dark,"[ 0.08911605 -0.02941911  0.08321102  0.0366279  -0.05274123  0.1454589
 -0.00215127  0.00644604  0.18494031  0.03197358 -0.06434925 -0.09171245
 -0.10495206  0.063046   -0.12005562  0.06633443  0.09296014  0.09020715
 -0.10451259 -0.0141736  -0.11687326 -0.05871193 -0.11299382  0.07910931
 -0.11509013 -0.00247259  0.13732116 -0.00877168 -0.08617616 -0.06191449
  0.01103217 -0.1279812   0.09467255  0.12973907  0.04994227 -0.01491969
 -0.0444767   0.00341911  0.15327335  0.10575522  0.03845498 -0.10767979
  0.12514739  0.13186569  0.07548244 -0.08783301  0.13858905  0.08569123
  0.05976261  0.05570637  0.0501716  -0.19641194 -0.23037222  0.14437791
 -0.15623849 -0.17125618  0.07570975 -0.00569541 -0.05128138  0.20060962
  0.05426168  0.00638138 -0.08977778  0.12163164 -0.0500337  -0.12761245
  0.01075636  0.05902006 -0.07720495 -0.1320829  -0.08880792 -0.07507328
 -0.05610543 -0.03287121  0.03256408 -0.03768565  0.0194947  -0.0729113
 -0.17998998 -0.05230681  0.14669648  0.07530564  0.09473821 -0.01382355
  0.07504802  0.07157269  0.11807044  0.17240789 -0.05396871 -0.01085385
  0.00701027 -0.07059272  0.22389133 -0.06695575 -0.24710232 -0.14635804
  0.06961781  0.05425158  0.00563378 -0.04005727]"
484,dark_berry,"[-0.05923465  0.06168074  0.00087717  0.14790881  0.04415928  0.16101054
  0.02624664  0.06052247  0.05886887  0.0415811  -0.16881874  0.03893687
 -0.08469386  0.0467273  -0.0700757  -0.07270215 -0.09979971  0.00278037
 -0.04858155  0.05926005 -0.06319971 -0.01609775  0.06534862  0.15735028
 -0.0276259  -0.08976894  0.13443369 -0.02689182  0.0032038   0.04875682
 -0.06209732  0.00770152  0.13101474  0.07361657  0.03471272 -0.0322336
  0.11897731  0.10586034  0.00982807 -0.08964701  0.01282867  0.01095943
  0.11392763  0.03101691  0.04799988 -0.22313325  0.16378176  0.08976386
 -0.12467217  0.10929707  0.11347296 -0.08664464 -0.13606696  0.01022128
 -0.15236665 -0.20901803 -0.03499467  0.03571605 -0.13127383  0.12623685
 -0.01267881 -0.06688536  0.00998429 -0.08446779 -0.16266159 -0.0609111
 -0.03839076 -0.11473538 -0.10752663 -0.00753235  0.06488124 -0.00806932
 -0.06977851 -0.02342258 -0.09551714 -0.06932892  0.11450169  0.03250793
 -0.24154375 -0.13067437  0.09558572 -0.0711654   0.20634587  0.0441415
  0.15700483  0.06534354 -0.02051774  0.3208628   0.06159438  0.01274739
 -0.0493639  -0.1064598   0.09394991 -0.09125488 -0.1168284   0.10210864
 -0.18672122  0.01591995  0.02106742 -0.07172676]"
129,dark_chocolate,"[ 0.23934287  0.02982527  0.01868881 -0.07433252 -0.01563175  0.24307585
  0.03509856  0.00058367  0.08919248 -0.04378159  0.01513315 -0.07195728
 -0.04272157  0.08385965 -0.19084679 -0.00956671 -0.03800381  0.23393478
 -0.03605716  0.00426823  0.10915626  0.01399362 -0.23737004  0.12933597
 -0.0466345  -0.10239697  0.08387273 -0.00391914 -0.01703824 -0.05862192
  0.02554133 -0.02681467  0.00614617 -0.04855497 -0.23459893 -0.16998002
 -0.01045825  0.02892261  0.04796607  0.11943587 -0.00172666 -0.06656229
 -0.03214227  0.13134805  0.03695033 -0.10886181  0.10298588 -0.05757826
 -0.0038969   0.10038162  0.13518573 -0.0348401  -0.06619259  0.13277777
 -0.12263885 -0.11124686  0.0428917   0.20813433  0.00681654  0.05029878
 -0.07931529 -0.12288095  0.105986    0.01015038 -0.00329851 -0.13683793
  0.04425926  0.06655574 -0.00889798  0.01468591 -0.03639742 -0.07882126
 -0.04098431  0.01830635 -0.04688314 -0.0224918   0.13920989 -0.2024547
 -0.22168235 -0.13156071  0.0063657   0.04681444  0.16615216 -0.05862192
  0.11341926  0.0149748   0.05381256  0.13588587  0.10458573 -0.09976
 -0.08722293  0.01405905  0.14839349  0.02121356 -0.15367071 -0.03502658
  0.01881673  0.11063179 -0.09629529 -0.06326116]"
382,dark_fruit,"[-0.00280918  0.00266145 -0.03236099  0.06982537  0.00675087 -0.13171932
 -0.09325287  0.14374945  0.00980127 -0.10242139 -0.12792278 -0.02331954
 -0.10080204 -0.05604418 -0.24714967  0.09448997 -0.03954085 -0.01341367
 -0.08503478 -0.17168114 -0.11857606 -0.14395348 -0.0111732  -0.18431562
 -0.06930883 -0.12468668  0.0689705  -0.20746677 -0.01941298 -0.01382535
  0.00987436 -0.03909404 -0.1285607   0.04992064  0.05751373  0.01918312
 -0.01106653  0.08389065  0.06999324 -0.02103077 -0.01387907 -0.0278568
  0.19130436  0.28213209  0.11092615 -0.01337777  0.04249285  0.00753084
 -0.00061088 -0.11652024  0.06009641 -0.07537555  0.05866818  0.25434244
 -0.11115085 -0.0875064  -0.14158258  0.00269374 -0.07763798  0.07896031
 -0.03898041 -0.07965505  0.07729706 -0.01860899  0.13496833 -0.11098297
  0.00807527  0.030034   -0.06940439  0.02578755  0.06954385 -0.04478369
 -0.1041647  -0.11541227 -0.1472309  -0.02763985  0.06557169 -0.15527079
 -0.11791231 -0.00727206  0.09474049 -0.03499016  0.05540884  0.01869138
  0.16380138  0.06476848  0.07778261  0.06792968  0.05988204  0.09388046
  0.04547068  0.16756177  0.27887791 -0.04677752 -0.06673648 -0.06896275
  0.08584057  0.07141372  0.04253934  0.02236912]"
43,dense,"[ 8.99742829e-02 -3.04410255e-02  1.34290407e-01  2.20673056e-02
 -4.08080054e-02  1.11750975e-01 -2.27243235e-02  1.00580222e-01
  2.31655538e-01  1.95179216e-01 -7.10651045e-02 -1.40020607e-01
 -1.20083179e-01 -1.37167576e-02 -1.63694493e-02 -1.29182949e-02
  7.82628541e-02  6.06377813e-02 -9.84802753e-02 -9.07708145e-02
  4.45734277e-02 -8.20572411e-02 -4.67819927e-02 -8.26751566e-03
 -3.18260250e-02  5.03939016e-02  1.01323652e-01  9.25907686e-02
 -5.64137498e-02  7.36188332e-02 -1.03346359e-01 -6.01453799e-02
  1.30964284e-01 -1.25132707e-01  4.18705304e-03  7.02734003e-02
 -7.57477451e-02 -1.94744744e-02  4.36986912e-02 -1.61652475e-03
  9.66651486e-02 -5.71040773e-02  6.83906892e-02  2.12480849e-01
  1.37843421e-01 -1.09066905e-01  8.63392021e-02  1.59924243e-01
  1.33083541e-01  5.66502956e-02 -4.89891095e-05 -7.24167946e-02
 -2.04409328e-01  4.64397255e-02 -5.96529785e-02 -1.05272518e-01
 -1.14048848e-01 -3.51135283e-03 -6.36211543e-02  1.43462589e-01
  6.29453093e-02  4.18290142e-02  4.66709610e-02  3.58526132e-02
  3.94461777e-02 -6.72851998e-02 -4.51850675e-02  2.78414359e-03
 -5.01042538e-02 -1.35955882e-01 -6.04543376e-02 -1.98244656e-01
 -3.49711181e-02  9.15866560e-02  9.45217544e-02  8.82653604e-02
  7.18809460e-02 -1.15622602e-01 -1.03930483e-01 -4.73390821e-02
  3.45559562e-02  9.26438707e-02  5.52744682e-02 -1.49173480e-02
 -2.06364451e-02  5.61289294e-02  8.01117729e-02  1.27850569e-01
 -1.20363172e-01  1.42096417e-02 -9.43865854e-02 -1.22115541e-02
  2.37969861e-01 -1.89897970e-01 -1.22298985e-01 -2.20759950e-01
  2.22039228e-01  2.21363383e-02  4.24213441e-02 -1.65437208e-01]"
